filename,response
C10142_C10142.csv,"
Header: 0
Group Header: None
Metadata: None
Note: None
Derived: None"
C10137_C10137.csv,"
Header: Population in private households, showing living arrangements, by province and territory (2006 Census), 2006, Canada number, N.L. number, P.E.I. number, N.S. number
Data: Total population in private households, Persons in family households, Persons in non-family households
Group Header: Spouses, common-law partners or lone parents, Children in census families, Non-family persons living with relatives1, Non-family persons living with non"
C10148_C10148.csv,"
Header: ""Retail non-store industries, commodity sales, by industries""
Group Header: ""Food and beverages"", ""Health and personal care"", ""Clothing, footwear and accessories"", ""Home furnishings and electronics"", ""Automotive fuels, oils and additives"", ""Housewares (non-electric) and household supplies (excluding personal care products)"", ""Hardware and lawn and garden"", ""Sporting and leisure goods"", ""Household fuels""
Data: Total commodities, Food"
C10184_C10184.csv,"
Header: 0
Group Header: None
Metadata: None
Note: 8
Derived: None"
C10085_C10085.csv,"
Header: Business and government use of information and communications technologies
Group Header: (Enterprises that use electronic mail)
Data: Private sector,73.89,76.6,76.24,77.5,81.14
""Agriculture, forestry, fishing and hunting1"",57.67,70.59,72.47,56.97,62.78
Mining and oil and gas extraction,88.93,87.34,88."
C10081_C10081.csv,"
Header: 0
Group Header: None
Metadata: None
Note: 8
Derived: None"
C10129_C10129.csv,"
Header: ""Homicide offences, number and rate, by province and territory ""
Data: Canada,624,663,606,594,611
Group Header: (Number of homicides)
Metadata: ""Source: Statistics Canada, CANSIM, table (for fee) 253-0001 and Homicide Survey, Canadian Centre for Justice Statistics.""
Note: ""Notes: Homicide includes Criminal Code offences of murder, manslaughter"
C10005_C10005.csv,"
Header: ""TABLE 4. Port Calls By Vessel Type, Port of New York/New Jersey: 2007"", Excel | CSV, Container, Tanker, Dry bulk, General, Other, Total
Data: Calls,""2,549"",""1,443"",274,105,597,""4,968"", ""Capacity (deadweight tons, thousands)"",""127,359"",""77,897"",""10,788"",""1,577"",""14,805"",""232"
C10122_C10122.csv,"
Header: 1, 
Group Header: None 
Data: 2, 3 
Metadata: 4 
Note: 5 
Derived: None"
C10149_C10149.csv,"
Header: ""Waste from Central government1, by activity and material. 2008""
Group Header: Material
Data: Total,89 292,13 393,16 811,13 934,45 154
Metadata: 1 ,""Except supporting and auxiliary transport activities, activities of travel agencies, research and ""
Note: 2 ,Discarded vehicles from defense is not included in the figures.
Derived: None"
