,filename,line_number,data_prob,derived_prob,group_prob,header_prob,metadata_prob,notes_prob,label,predicted
54,10s1256.xls_Data.csv,2,0.03,0.0,0.17,0.0,0.77,0.03,metadata,metadata
55,10s1256.xls_Data.csv,3,0.0,0.0,0.0,1.0,0.0,0.0,header,header
56,10s1256.xls_Data.csv,4,0.13,0.03,0.01,0.8,0.02,0.01,header,header
57,10s1256.xls_Data.csv,5,0.9,0.1,0.0,0.0,0.0,0.0,derived,data
58,10s1256.xls_Data.csv,6,0.99,0.01,0.0,0.0,0.0,0.0,data,data
59,10s1256.xls_Data.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
60,10s1256.xls_Data.csv,8,0.99,0.0,0.0,0.01,0.0,0.0,data,data
61,10s1256.xls_Data.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
62,10s1256.xls_Data.csv,10,0.93,0.07,0.0,0.0,0.0,0.0,data,data
63,10s1256.xls_Data.csv,11,0.96,0.04,0.0,0.0,0.0,0.0,data,data
64,10s1256.xls_Data.csv,12,0.99,0.0,0.0,0.0,0.0,0.01,data,data
65,10s1256.xls_Data.csv,13,0.94,0.06,0.0,0.0,0.0,0.0,data,data
66,10s1256.xls_Data.csv,14,0.99,0.0,0.0,0.0,0.0,0.01,data,data
67,10s1256.xls_Data.csv,15,0.97,0.0,0.0,0.03,0.0,0.0,data,data
68,10s1256.xls_Data.csv,16,0.09,0.01,0.03,0.02,0.03,0.82,data,notes
69,10s1256.xls_Data.csv,17,0.75,0.23,0.0,0.02,0.0,0.0,data,data
70,10s1256.xls_Data.csv,18,0.99,0.0,0.0,0.0,0.0,0.01,data,data
71,10s1256.xls_Data.csv,19,0.92,0.06,0.0,0.01,0.0,0.01,data,data
72,10s1256.xls_Data.csv,20,0.7,0.3,0.0,0.0,0.0,0.0,data,data
73,10s1256.xls_Data.csv,21,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
74,10s1256.xls_Data.csv,22,0.03,0.0,0.02,0.0,0.58,0.37,notes,metadata
75,10s1256.xls_Data.csv,23,0.01,0.0,0.0,0.0,0.0,0.99,notes,notes
76,10s1256.xls_Data.csv,24,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
77,10s1125.xls_Data.csv,0,0.0,0.0,0.0,0.0,1.0,0.0,metadata,metadata
78,10s1125.xls_Data.csv,1,0.02,0.0,0.03,0.0,0.95,0.0,metadata,metadata
79,10s1125.xls_Data.csv,2,0.02,0.0,0.02,0.95,0.0,0.01,header,header
80,10s1125.xls_Data.csv,3,0.58,0.08,0.0,0.33,0.0,0.01,header,data
81,10s1125.xls_Data.csv,4,0.20555555555555557,0.0,0.7944444444444444,0.0,0.0,0.0,group,group
82,10s1125.xls_Data.csv,5,0.89,0.11,0.0,0.0,0.0,0.0,derived,data
83,10s1125.xls_Data.csv,6,0.99,0.01,0.0,0.0,0.0,0.0,data,data
84,10s1125.xls_Data.csv,7,0.98,0.01,0.0,0.0,0.0,0.01,data,data
85,10s1125.xls_Data.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
86,10s1125.xls_Data.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
87,10s1125.xls_Data.csv,10,0.97,0.03,0.0,0.0,0.0,0.0,data,data
88,10s1125.xls_Data.csv,11,0.97,0.03,0.0,0.0,0.0,0.0,derived,data
89,10s1125.xls_Data.csv,12,0.94,0.05,0.0,0.0,0.0,0.01,data,data
90,10s1125.xls_Data.csv,13,0.98,0.02,0.0,0.0,0.0,0.0,data,data
91,10s1125.xls_Data.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
92,10s1125.xls_Data.csv,15,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
93,10s1125.xls_Data.csv,16,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
94,10s0001.xls_Data.csv,0,0.0,0.0,0.0,0.0,1.0,0.0,metadata,metadata
95,10s0001.xls_Data.csv,1,0.02,0.0,0.03,0.0,0.95,0.0,metadata,metadata
96,10s0001.xls_Data.csv,2,0.0,0.0,0.0,1.0,0.0,0.0,header,header
97,10s0001.xls_Data.csv,3,0.04,0.0,0.01,0.93,0.02,0.0,header,header
98,10s0001.xls_Data.csv,4,0.02,0.01,0.0,0.97,0.0,0.0,header,header
99,10s0001.xls_Data.csv,5,0.31,0.01,0.07,0.47,0.07,0.07,header,header
100,10s0001.xls_Data.csv,6,0.07,0.02,0.01,0.88,0.01,0.01,header,header
101,10s0001.xls_Data.csv,7,0.98,0.02,0.0,0.0,0.0,0.0,data,data
102,10s0001.xls_Data.csv,8,0.99,0.01,0.0,0.0,0.0,0.0,data,data
103,10s0001.xls_Data.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
104,10s0001.xls_Data.csv,10,0.99,0.01,0.0,0.0,0.0,0.0,data,data
105,10s0001.xls_Data.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
106,10s0001.xls_Data.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
107,10s0001.xls_Data.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
108,10s0001.xls_Data.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
109,10s0001.xls_Data.csv,15,0.98,0.02,0.0,0.0,0.0,0.0,data,data
110,10s0001.xls_Data.csv,16,1.0,0.0,0.0,0.0,0.0,0.0,data,data
111,10s0001.xls_Data.csv,17,1.0,0.0,0.0,0.0,0.0,0.0,data,data
112,10s0001.xls_Data.csv,18,1.0,0.0,0.0,0.0,0.0,0.0,data,data
113,10s0001.xls_Data.csv,19,0.98,0.02,0.0,0.0,0.0,0.0,data,data
114,10s0001.xls_Data.csv,20,1.0,0.0,0.0,0.0,0.0,0.0,data,data
115,10s0001.xls_Data.csv,21,1.0,0.0,0.0,0.0,0.0,0.0,data,data
116,10s0001.xls_Data.csv,22,1.0,0.0,0.0,0.0,0.0,0.0,data,data
117,10s0001.xls_Data.csv,23,1.0,0.0,0.0,0.0,0.0,0.0,data,data
118,10s0001.xls_Data.csv,24,1.0,0.0,0.0,0.0,0.0,0.0,data,data
119,10s0001.xls_Data.csv,25,1.0,0.0,0.0,0.0,0.0,0.0,data,data
120,10s0001.xls_Data.csv,26,0.95,0.05,0.0,0.0,0.0,0.0,data,data
121,10s0001.xls_Data.csv,27,0.99,0.01,0.0,0.0,0.0,0.0,data,data
122,10s0001.xls_Data.csv,28,0.66,0.34,0.0,0.0,0.0,0.0,data,data
123,10s0001.xls_Data.csv,29,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
124,10s0001.xls_Data.csv,30,0.0,0.0,0.01,0.0,0.0,0.99,notes,notes
125,10s0001.xls_Data.csv,31,0.01,0.0,0.0,0.0,0.0,0.99,notes,notes
126,10s0001.xls_Data.csv,32,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
127,10s0001.xls_Data.csv,33,0.33,0.01,0.0,0.0,0.01,0.65,notes,notes
128,10s0001.xls_Data.csv,34,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
129,10s0001.xls_Data.csv,35,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
130,10s1096.xls_Data.csv,0,0.0,0.0,0.0,0.0,1.0,0.0,metadata,metadata
131,10s1096.xls_Data.csv,1,0.03,0.0,0.28,0.01,0.68,0.0,metadata,metadata
132,10s1096.xls_Data.csv,2,0.0,0.0,0.0,1.0,0.0,0.0,header,header
133,10s1096.xls_Data.csv,3,0.2,0.0,0.0,0.8,0.0,0.0,header,header
134,10s1096.xls_Data.csv,4,0.78,0.22,0.0,0.0,0.0,0.0,derived,data
135,10s1096.xls_Data.csv,5,1.0,0.0,0.0,0.0,0.0,0.0,data,data
136,10s1096.xls_Data.csv,6,1.0,0.0,0.0,0.0,0.0,0.0,data,data
137,10s1096.xls_Data.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
138,10s1096.xls_Data.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
139,10s1096.xls_Data.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
140,10s1096.xls_Data.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
141,10s1096.xls_Data.csv,11,0.97,0.03,0.0,0.0,0.0,0.0,data,data
142,10s1096.xls_Data.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
143,10s1096.xls_Data.csv,13,0.99,0.01,0.0,0.0,0.0,0.0,data,data
144,10s1096.xls_Data.csv,14,0.98,0.02,0.0,0.0,0.0,0.0,data,data
145,10s1096.xls_Data.csv,15,0.95,0.05,0.0,0.0,0.0,0.0,data,data
146,10s1096.xls_Data.csv,16,0.99,0.01,0.0,0.0,0.0,0.0,data,data
147,10s1096.xls_Data.csv,17,0.97,0.03,0.0,0.0,0.0,0.0,data,data
148,10s1096.xls_Data.csv,18,0.98,0.02,0.0,0.0,0.0,0.0,data,data
149,10s1096.xls_Data.csv,19,0.86,0.14,0.0,0.0,0.0,0.0,data,data
150,10s1096.xls_Data.csv,20,0.37,0.01,0.23,0.05,0.06,0.28,group,data
151,10s1096.xls_Data.csv,21,0.99,0.01,0.0,0.0,0.0,0.0,data,data
152,10s1096.xls_Data.csv,22,0.96,0.04,0.0,0.0,0.0,0.0,data,data
153,10s1096.xls_Data.csv,23,0.65,0.35,0.0,0.0,0.0,0.0,data,data
154,10s1096.xls_Data.csv,24,0.02,0.0,0.98,0.0,0.0,0.0,group,group
155,10s1096.xls_Data.csv,25,0.94,0.06,0.0,0.0,0.0,0.0,data,data
156,10s1096.xls_Data.csv,26,0.98,0.02,0.0,0.0,0.0,0.0,data,data
157,10s1096.xls_Data.csv,27,0.98,0.02,0.0,0.0,0.0,0.0,data,data
158,10s1096.xls_Data.csv,28,0.98,0.02,0.0,0.0,0.0,0.0,data,data
159,10s1096.xls_Data.csv,29,1.0,0.0,0.0,0.0,0.0,0.0,data,data
160,10s1096.xls_Data.csv,30,0.97,0.03,0.0,0.0,0.0,0.0,data,data
161,10s1096.xls_Data.csv,31,1.0,0.0,0.0,0.0,0.0,0.0,data,data
162,10s1096.xls_Data.csv,32,0.99,0.01,0.0,0.0,0.0,0.0,data,data
163,10s1096.xls_Data.csv,33,0.91,0.09,0.0,0.0,0.0,0.0,data,data
164,10s1096.xls_Data.csv,34,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
165,10s1096.xls_Data.csv,35,0.02,0.0,0.0,0.01,0.01,0.96,notes,notes
166,10s1195.xls_Data.csv,0,0.0,0.0,0.0,0.0,1.0,0.0,metadata,metadata
167,10s1195.xls_Data.csv,1,0.0,0.0,0.04,0.0,0.96,0.0,metadata,metadata
168,10s1195.xls_Data.csv,2,0.01,0.0,0.0,0.99,0.0,0.0,header,header
169,10s1195.xls_Data.csv,3,0.0,0.0,0.0,1.0,0.0,0.0,header,header
170,10s1195.xls_Data.csv,4,0.01,0.0,0.0,0.99,0.0,0.0,header,header
171,10s1195.xls_Data.csv,5,0.17,0.0,0.0,0.8,0.03,0.0,header,header
172,10s1195.xls_Data.csv,6,0.05,0.0,0.0,0.95,0.0,0.0,header,header
173,10s1195.xls_Data.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
174,10s1195.xls_Data.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
175,10s1195.xls_Data.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
176,10s1195.xls_Data.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
177,10s1195.xls_Data.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
178,10s1195.xls_Data.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
179,10s1195.xls_Data.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
180,10s1195.xls_Data.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
181,10s1195.xls_Data.csv,15,1.0,0.0,0.0,0.0,0.0,0.0,data,data
182,10s1195.xls_Data.csv,16,1.0,0.0,0.0,0.0,0.0,0.0,data,data
183,10s1195.xls_Data.csv,17,1.0,0.0,0.0,0.0,0.0,0.0,data,data
184,10s1195.xls_Data.csv,18,1.0,0.0,0.0,0.0,0.0,0.0,data,data
185,10s1195.xls_Data.csv,19,1.0,0.0,0.0,0.0,0.0,0.0,data,data
186,10s1195.xls_Data.csv,20,1.0,0.0,0.0,0.0,0.0,0.0,data,data
187,10s1195.xls_Data.csv,21,1.0,0.0,0.0,0.0,0.0,0.0,data,data
188,10s1195.xls_Data.csv,22,1.0,0.0,0.0,0.0,0.0,0.0,data,data
189,10s1195.xls_Data.csv,23,1.0,0.0,0.0,0.0,0.0,0.0,data,data
190,10s1195.xls_Data.csv,24,0.66,0.34,0.0,0.0,0.0,0.0,data,data
191,10s1195.xls_Data.csv,25,0.02,0.0,0.98,0.0,0.0,0.0,group,group
192,10s1195.xls_Data.csv,26,1.0,0.0,0.0,0.0,0.0,0.0,data,data
193,10s1195.xls_Data.csv,27,1.0,0.0,0.0,0.0,0.0,0.0,data,data
194,10s1195.xls_Data.csv,28,1.0,0.0,0.0,0.0,0.0,0.0,data,data
195,10s1195.xls_Data.csv,29,1.0,0.0,0.0,0.0,0.0,0.0,data,data
196,10s1195.xls_Data.csv,30,1.0,0.0,0.0,0.0,0.0,0.0,data,data
197,10s1195.xls_Data.csv,31,1.0,0.0,0.0,0.0,0.0,0.0,data,data
198,10s1195.xls_Data.csv,32,1.0,0.0,0.0,0.0,0.0,0.0,data,data
199,10s1195.xls_Data.csv,33,0.06,0.0,0.9,0.0,0.04,0.0,group,group
200,10s1195.xls_Data.csv,34,0.0,0.0,0.89,0.0,0.1,0.01,group,group
201,10s1195.xls_Data.csv,35,1.0,0.0,0.0,0.0,0.0,0.0,data,data
202,10s1195.xls_Data.csv,36,0.98,0.02,0.0,0.0,0.0,0.0,data,data
203,10s1195.xls_Data.csv,37,0.01,0.0,0.99,0.0,0.0,0.0,group,group
204,10s1195.xls_Data.csv,38,0.99,0.01,0.0,0.0,0.0,0.0,data,data
205,10s1195.xls_Data.csv,39,1.0,0.0,0.0,0.0,0.0,0.0,data,data
206,10s1195.xls_Data.csv,40,0.95,0.05,0.0,0.0,0.0,0.0,data,data
207,10s1195.xls_Data.csv,41,1.0,0.0,0.0,0.0,0.0,0.0,data,data
208,10s1195.xls_Data.csv,42,1.0,0.0,0.0,0.0,0.0,0.0,data,data
209,10s1195.xls_Data.csv,43,1.0,0.0,0.0,0.0,0.0,0.0,data,data
210,10s1195.xls_Data.csv,44,0.98,0.02,0.0,0.0,0.0,0.0,data,data
211,10s1195.xls_Data.csv,45,1.0,0.0,0.0,0.0,0.0,0.0,data,data
212,10s1195.xls_Data.csv,46,1.0,0.0,0.0,0.0,0.0,0.0,data,data
213,10s1195.xls_Data.csv,47,1.0,0.0,0.0,0.0,0.0,0.0,data,data
214,10s1195.xls_Data.csv,48,1.0,0.0,0.0,0.0,0.0,0.0,data,data
215,10s1195.xls_Data.csv,49,1.0,0.0,0.0,0.0,0.0,0.0,data,data
216,10s1195.xls_Data.csv,50,0.04,0.0,0.95,0.0,0.0,0.01,group,group
217,10s1195.xls_Data.csv,51,0.01,0.0,0.98,0.0,0.01,0.0,group,group
218,10s1195.xls_Data.csv,52,1.0,0.0,0.0,0.0,0.0,0.0,data,data
219,10s1195.xls_Data.csv,53,0.99,0.01,0.0,0.0,0.0,0.0,data,data
220,10s1195.xls_Data.csv,54,1.0,0.0,0.0,0.0,0.0,0.0,data,data
221,10s1195.xls_Data.csv,55,0.98,0.02,0.0,0.0,0.0,0.0,data,data
222,10s1195.xls_Data.csv,56,0.96,0.03,0.01,0.0,0.0,0.0,data,data
223,10s1195.xls_Data.csv,57,0.0,0.0,0.97,0.01,0.0,0.02,group,group
224,10s1195.xls_Data.csv,58,1.0,0.0,0.0,0.0,0.0,0.0,data,data
225,10s1195.xls_Data.csv,59,0.99,0.01,0.0,0.0,0.0,0.0,data,data
226,10s1195.xls_Data.csv,60,0.99,0.01,0.0,0.0,0.0,0.0,data,data
227,10s1195.xls_Data.csv,61,0.95,0.05,0.0,0.0,0.0,0.0,data,data
228,10s1195.xls_Data.csv,62,0.95,0.05,0.0,0.0,0.0,0.0,data,data
229,10s1195.xls_Data.csv,63,0.98,0.02,0.0,0.0,0.0,0.0,data,data
230,10s1195.xls_Data.csv,64,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
231,10s1195.xls_Data.csv,65,0.01,0.0,0.0,0.0,0.0,0.99,notes,notes
232,10s0803.xls_Data.csv,0,0.0,0.0,0.0,0.0,1.0,0.0,metadata,metadata
233,10s0803.xls_Data.csv,1,0.0,0.0,0.01,0.0,0.99,0.0,metadata,metadata
234,10s0803.xls_Data.csv,2,0.13,0.0,0.0,0.87,0.0,0.0,header,header
235,10s0803.xls_Data.csv,3,0.03,0.0,0.0,0.97,0.0,0.0,header,header
236,10s0803.xls_Data.csv,4,0.21,0.79,0.0,0.0,0.0,0.0,derived,derived
237,10s0803.xls_Data.csv,5,1.0,0.0,0.0,0.0,0.0,0.0,data,data
238,10s0803.xls_Data.csv,6,1.0,0.0,0.0,0.0,0.0,0.0,data,data
239,10s0803.xls_Data.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
240,10s0803.xls_Data.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
241,10s0803.xls_Data.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
242,10s0803.xls_Data.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
243,10s0803.xls_Data.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
244,10s0803.xls_Data.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
245,10s0803.xls_Data.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
246,10s0803.xls_Data.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
247,10s0803.xls_Data.csv,15,0.99,0.01,0.0,0.0,0.0,0.0,data,data
248,10s0803.xls_Data.csv,16,1.0,0.0,0.0,0.0,0.0,0.0,data,data
249,10s0803.xls_Data.csv,17,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
250,10s0803.xls_Data.csv,18,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
251,10s0813.xls_Data.csv,0,0.0,0.0,0.0,0.0,1.0,0.0,metadata,metadata
252,10s0813.xls_Data.csv,1,0.0,0.0,0.0,0.0,0.99,0.01,metadata,metadata
253,10s0813.xls_Data.csv,2,0.01,0.0,0.0,0.99,0.0,0.0,header,header
254,10s0813.xls_Data.csv,3,0.84,0.16,0.0,0.0,0.0,0.0,data,data
255,10s0813.xls_Data.csv,4,0.81,0.19,0.0,0.0,0.0,0.0,data,data
256,10s0813.xls_Data.csv,5,0.94,0.06,0.0,0.0,0.0,0.0,data,data
257,10s0813.xls_Data.csv,6,0.95,0.05,0.0,0.0,0.0,0.0,data,data
258,10s0813.xls_Data.csv,7,0.99,0.01,0.0,0.0,0.0,0.0,data,data
259,10s0813.xls_Data.csv,8,0.96,0.04,0.0,0.0,0.0,0.0,data,data
260,10s0813.xls_Data.csv,9,0.99,0.01,0.0,0.0,0.0,0.0,data,data
261,10s0813.xls_Data.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
262,10s0813.xls_Data.csv,11,0.98,0.02,0.0,0.0,0.0,0.0,data,data
263,10s0813.xls_Data.csv,12,0.96,0.04,0.0,0.0,0.0,0.0,data,data
264,10s0813.xls_Data.csv,13,0.94,0.06,0.0,0.0,0.0,0.0,data,data
265,10s0813.xls_Data.csv,14,0.99,0.01,0.0,0.0,0.0,0.0,data,data
266,10s0813.xls_Data.csv,15,0.94,0.06,0.0,0.0,0.0,0.0,data,data
267,10s0813.xls_Data.csv,16,0.97,0.03,0.0,0.0,0.0,0.0,data,data
268,10s0813.xls_Data.csv,17,0.97,0.03,0.0,0.0,0.0,0.0,data,data
269,10s0813.xls_Data.csv,18,0.98,0.02,0.0,0.0,0.0,0.0,data,data
270,10s0813.xls_Data.csv,19,0.94,0.06,0.0,0.0,0.0,0.0,data,data
271,10s0813.xls_Data.csv,20,0.94,0.06,0.0,0.0,0.0,0.0,data,data
272,10s0813.xls_Data.csv,21,0.95,0.05,0.0,0.0,0.0,0.0,data,data
273,10s0813.xls_Data.csv,22,0.99,0.01,0.0,0.0,0.0,0.0,data,data
274,10s0813.xls_Data.csv,23,1.0,0.0,0.0,0.0,0.0,0.0,data,data
275,10s0813.xls_Data.csv,24,0.95,0.05,0.0,0.0,0.0,0.0,data,data
276,10s0813.xls_Data.csv,25,0.95,0.05,0.0,0.0,0.0,0.0,data,data
277,10s0813.xls_Data.csv,26,1.0,0.0,0.0,0.0,0.0,0.0,data,data
278,10s0813.xls_Data.csv,27,0.97,0.03,0.0,0.0,0.0,0.0,data,data
279,10s0813.xls_Data.csv,28,0.96,0.04,0.0,0.0,0.0,0.0,data,data
280,10s0813.xls_Data.csv,29,0.98,0.02,0.0,0.0,0.0,0.0,data,data
281,10s0813.xls_Data.csv,30,0.95,0.05,0.0,0.0,0.0,0.0,data,data
282,10s0813.xls_Data.csv,31,0.96,0.04,0.0,0.0,0.0,0.0,data,data
283,10s0813.xls_Data.csv,32,0.97,0.03,0.0,0.0,0.0,0.0,data,data
284,10s0813.xls_Data.csv,33,0.94,0.06,0.0,0.0,0.0,0.0,data,data
285,10s0813.xls_Data.csv,34,0.99,0.01,0.0,0.0,0.0,0.0,data,data
286,10s0813.xls_Data.csv,35,1.0,0.0,0.0,0.0,0.0,0.0,data,data
287,10s0813.xls_Data.csv,36,0.99,0.01,0.0,0.0,0.0,0.0,data,data
288,10s0813.xls_Data.csv,37,0.99,0.01,0.0,0.0,0.0,0.0,data,data
289,10s0813.xls_Data.csv,38,1.0,0.0,0.0,0.0,0.0,0.0,data,data
290,10s0813.xls_Data.csv,39,1.0,0.0,0.0,0.0,0.0,0.0,data,data
291,10s0813.xls_Data.csv,40,0.95,0.05,0.0,0.0,0.0,0.0,data,data
292,10s0813.xls_Data.csv,41,0.96,0.04,0.0,0.0,0.0,0.0,data,data
293,10s0813.xls_Data.csv,42,0.97,0.03,0.0,0.0,0.0,0.0,data,data
294,10s0813.xls_Data.csv,43,0.96,0.04,0.0,0.0,0.0,0.0,data,data
295,10s0813.xls_Data.csv,44,0.95,0.05,0.0,0.0,0.0,0.0,data,data
296,10s0813.xls_Data.csv,45,1.0,0.0,0.0,0.0,0.0,0.0,data,data
297,10s0813.xls_Data.csv,46,0.97,0.03,0.0,0.0,0.0,0.0,data,data
