,filename,row,predicted,label
50,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,50,data,data
51,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,51,data,data
52,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,52,data,data
53,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,53,data,data
54,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,54,data,data
55,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,55,data,data
56,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,56,data,data
57,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,57,data,data
58,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,58,data,data
59,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,59,data,data
60,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,60,data,data
61,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,61,data,data
62,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,62,data,data
63,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,63,data,data
64,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,64,data,data
65,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,65,data,data
66,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,66,data,data
67,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,67,data,data
68,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,68,data,data
69,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,69,data,data
70,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,70,data,data
71,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,71,data,data
72,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,72,data,data
73,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,73,data,data
74,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,74,data,data
75,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,75,data,data
76,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,76,data,data
77,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,77,data,data
78,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,78,data,data
79,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,79,data,data
80,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,80,data,data
81,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,81,data,data
82,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,82,data,data
83,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,83,data,data
84,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,84,data,data
85,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,85,data,data
86,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,86,data,data
87,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,87,data,data
88,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,88,data,data
89,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,89,data,data
90,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,90,data,data
91,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,91,data,data
92,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,92,data,data
93,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,93,data,data
94,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,94,data,data
95,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,95,data,data
96,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,96,data,data
97,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,97,data,data
98,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,98,data,data
99,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,99,data,data
100,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,100,data,data
101,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,101,data,data
102,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,102,data,data
103,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,103,data,data
104,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,0,data,metadata
105,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,1,data,header
106,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,2,data,header
107,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,3,data,group
108,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,4,data,data
109,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,5,data,data
110,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,6,data,data
111,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,7,data,data
112,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,8,data,data
113,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,9,data,data
114,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,10,data,group
115,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,11,data,data
116,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,12,data,data
117,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,13,data,data
118,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,14,data,data
119,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,15,data,data
120,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,16,data,data
121,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,17,data,group
122,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,18,data,data
123,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,19,data,data
124,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,20,data,data
125,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,21,data,data
126,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,22,data,data
127,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,23,data,data
128,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,24,data,group
129,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,25,data,data
130,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,26,data,data
131,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,27,data,data
132,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,28,data,data
133,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,29,data,data
134,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,30,data,data
135,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,31,data,group
136,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,32,data,data
137,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,33,data,data
138,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,34,data,data
139,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,35,data,data
140,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,36,data,data
141,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,37,data,data
142,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,38,data,group
143,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,39,data,data
144,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,40,data,data
145,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,41,data,data
146,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,42,data,data
147,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,43,data,data
148,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,44,data,data
149,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,45,data,notes
150,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,46,data,notes
151,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,47,data,notes
152,proven-reoffending-apr09-mar10-tables.xls_Table 4a.csv,48,data,notes
153,detention-q2-11-tabs.xls_dt.04q.csv,0,data,metadata
154,detention-q2-11-tabs.xls_dt.04q.csv,1,data,header
155,detention-q2-11-tabs.xls_dt.04q.csv,2,data,derived
156,detention-q2-11-tabs.xls_dt.04q.csv,3,data,derived
157,detention-q2-11-tabs.xls_dt.04q.csv,4,data,group
158,detention-q2-11-tabs.xls_dt.04q.csv,5,data,data
159,detention-q2-11-tabs.xls_dt.04q.csv,6,data,data
160,detention-q2-11-tabs.xls_dt.04q.csv,7,data,data
161,detention-q2-11-tabs.xls_dt.04q.csv,8,data,data
162,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,0,header,metadata
163,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,1,data,metadata
164,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,2,metadata,metadata
165,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,3,header,metadata
166,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,4,note,header
167,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,5,data,data
168,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,6,data,data
169,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,7,data,data
170,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,8,data,data
171,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,9,data,data
172,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,10,data,data
173,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,11,data,data
174,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,12,data,data
175,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,13,data,data
176,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,14,data,data
177,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,15,data,data
178,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,16,data,data
179,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,17,data,data
180,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,18,data,data
181,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,19,data,data
182,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,20,data,data
183,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,21,data,data
184,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,22,data,data
185,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,23,data,data
186,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,24,data,data
187,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,25,data,data
188,board-smt-business-expenses-16-17.xlsx_S Asthana.csv,26,data,data
189,BackgroundDataReport1600.xls_Table 1.11.csv,0,header,metadata
190,BackgroundDataReport1600.xls_Table 1.11.csv,1,data,header
191,BackgroundDataReport1600.xls_Table 1.11.csv,2,data,data
192,BackgroundDataReport1600.xls_Table 1.11.csv,3,data,data
193,BackgroundDataReport1600.xls_Table 1.11.csv,4,data,data
194,BackgroundDataReport1600.xls_Table 1.11.csv,5,data,data
195,BackgroundDataReport1600.xls_Table 1.11.csv,6,data,data
196,BackgroundDataReport1600.xls_Table 1.11.csv,7,data,data
197,BackgroundDataReport1600.xls_Table 1.11.csv,8,data,data
198,BackgroundDataReport1600.xls_Table 1.11.csv,9,data,data
199,BackgroundDataReport1600.xls_Table 1.11.csv,10,data,data
200,BackgroundDataReport1600.xls_Table 1.11.csv,11,metadata,data
201,BackgroundDataReport1600.xls_Table 1.11.csv,12,data,data
202,BackgroundDataReport1600.xls_Table 1.11.csv,13,data,notes
203,hosb0412-tabs.xls_Table 2.01.csv,0,data,metadata
204,hosb0412-tabs.xls_Table 2.01.csv,1,data,metadata
205,hosb0412-tabs.xls_Table 2.01.csv,2,data,header
206,hosb0412-tabs.xls_Table 2.01.csv,3,data,header
207,hosb0412-tabs.xls_Table 2.01.csv,4,data,data
208,hosb0412-tabs.xls_Table 2.01.csv,5,data,data
209,hosb0412-tabs.xls_Table 2.01.csv,6,data,data
210,hosb0412-tabs.xls_Table 2.01.csv,7,data,data
211,hosb0412-tabs.xls_Table 2.01.csv,8,data,data
212,hosb0412-tabs.xls_Table 2.01.csv,9,data,data
213,hosb0412-tabs.xls_Table 2.01.csv,10,data,data
214,hosb0412-tabs.xls_Table 2.01.csv,11,data,data
215,hosb0412-tabs.xls_Table 2.01.csv,12,data,data
216,hosb0412-tabs.xls_Table 2.01.csv,13,data,data
217,hosb0412-tabs.xls_Table 2.01.csv,14,data,data
218,hosb0412-tabs.xls_Table 2.01.csv,15,data,derived
219,hosb0412-tabs.xls_Table 2.01.csv,16,data,derived
220,hosb0412-tabs.xls_Table 2.01.csv,17,data,derived
221,hosb0412-tabs.xls_Table 2.01.csv,18,data,derived
222,hosb0412-tabs.xls_Table 2.01.csv,19,data,notes
223,hosb0412-tabs.xls_Table 2.01.csv,20,data,notes
224,hosb0412-tabs.xls_Table 2.01.csv,21,data,notes
225,hosb0412-tabs.xls_Table 2.01.csv,22,data,notes
226,hosb0412-tabs.xls_Table 2.01.csv,23,data,notes
227,hosb0412-tabs.xls_Table 2.01.csv,24,data,notes
228,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,0,data,metadata
229,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,1,data,metadata
230,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,2,data,metadata
231,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,3,data,metadata
232,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,4,data,header
233,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,5,data,data
234,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,6,data,data
235,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,7,data,data
236,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,8,data,data
237,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,9,data,data
238,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,10,data,data
239,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,11,data,data
240,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,12,data,data
241,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,13,data,data
242,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,14,data,data
243,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,15,data,data
244,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,16,data,data
245,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,17,data,data
246,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,18,data,data
247,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,19,data,data
248,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,20,data,data
249,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,21,data,data
250,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,22,data,data
251,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,23,data,data
252,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,24,data,data
253,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,25,data,data
254,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,26,data,data
255,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,27,data,data
256,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,28,data,data
257,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,29,data,data
258,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,30,data,data
259,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,31,data,data
260,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,32,data,data
261,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,33,data,data
262,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,34,data,data
263,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,35,data,data
264,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,36,data,data
265,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,37,data,data
266,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,38,data,data
267,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,39,data,data
268,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,40,data,data
269,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,41,data,data
270,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,42,data,data
271,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,43,data,data
272,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,44,data,data
273,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,45,data,data
274,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,46,data,data
275,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,47,data,data
276,board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,48,data,data
277,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,0,data,metadata
278,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,1,data,header
279,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,2,data,group
280,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,3,data,group
281,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,4,data,data
282,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,5,data,data
283,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,6,data,data
284,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,7,data,data
285,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,8,data,group
286,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,9,data,data
287,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,10,data,data
288,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,11,data,data
289,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,12,data,data
290,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,13,data,group
291,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,14,data,data
292,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,15,data,data
293,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,16,data,data
294,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,17,data,data
295,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,18,data,notes
296,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,19,data,notes
297,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,20,data,notes
298,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,21,data,notes
299,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,22,data,notes
300,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,23,data,notes
301,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,24,data,notes
302,safety-in-custody-self-harm-dec-14.xls_2.9 Ind self-harm nationality.csv,25,data,notes
303,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,0,data,metadata
304,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,1,data,metadata
305,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,2,data,header
306,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,3,data,header
307,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,4,data,data
308,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,5,data,data
309,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,6,data,derived
310,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,7,data,data
311,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,8,data,data
312,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,9,data,derived
313,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,10,data,derived
314,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,11,data,data
315,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,12,data,data
316,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,13,data,derived
317,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,14,data,data
318,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,15,data,data
319,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,16,data,derived
320,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,17,data,derived
321,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,18,data,notes
322,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,19,data,notes
323,legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,20,data,notes
324,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,0,data,metadata
325,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,1,data,header
326,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,2,data,data
327,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,3,data,data
328,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,4,data,data
329,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,5,data,data
330,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,6,data,data
331,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,7,data,data
332,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,8,data,data
333,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,9,data,data
334,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,10,data,data
335,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,11,data,data
336,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,12,data,notes
337,MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,13,data,notes
338,housing-in-london-2014-tables.xls_4.25 Social rents.csv,0,data,metadata
339,housing-in-london-2014-tables.xls_4.25 Social rents.csv,1,data,metadata
340,housing-in-london-2014-tables.xls_4.25 Social rents.csv,2,data,metadata
341,housing-in-london-2014-tables.xls_4.25 Social rents.csv,3,data,header
342,housing-in-london-2014-tables.xls_4.25 Social rents.csv,4,data,data
343,housing-in-london-2014-tables.xls_4.25 Social rents.csv,5,data,data
344,housing-in-london-2014-tables.xls_4.25 Social rents.csv,6,data,data
345,housing-in-london-2014-tables.xls_4.25 Social rents.csv,7,data,data
346,housing-in-london-2014-tables.xls_4.25 Social rents.csv,8,data,data
347,housing-in-london-2014-tables.xls_4.25 Social rents.csv,9,data,data
348,S251 budget statement 2016-17.xls_Home.csv,0,data,metadata
349,S251 budget statement 2016-17.xls_Home.csv,1,data,metadata
350,Probation-tables-q2-2013.xls_Table 4.9.csv,0,data,metadata
351,Probation-tables-q2-2013.xls_Table 4.9.csv,1,data,header
352,Probation-tables-q2-2013.xls_Table 4.9.csv,2,data,derived
353,Probation-tables-q2-2013.xls_Table 4.9.csv,3,data,data
354,Probation-tables-q2-2013.xls_Table 4.9.csv,4,data,data
355,Probation-tables-q2-2013.xls_Table 4.9.csv,5,data,data
356,Probation-tables-q2-2013.xls_Table 4.9.csv,6,data,data
357,Probation-tables-q2-2013.xls_Table 4.9.csv,7,data,data
358,Probation-tables-q2-2013.xls_Table 4.9.csv,8,data,derived
359,Probation-tables-q2-2013.xls_Table 4.9.csv,9,data,data
360,Probation-tables-q2-2013.xls_Table 4.9.csv,10,data,data
361,Probation-tables-q2-2013.xls_Table 4.9.csv,11,data,data
362,Probation-tables-q2-2013.xls_Table 4.9.csv,12,data,data
363,Probation-tables-q2-2013.xls_Table 4.9.csv,13,data,data
364,Probation-tables-q2-2013.xls_Table 4.9.csv,14,data,derived
365,Probation-tables-q2-2013.xls_Table 4.9.csv,15,data,data
366,Probation-tables-q2-2013.xls_Table 4.9.csv,16,data,data
