,filename,row,predicted,label
62,10s1167.xls_Data.csv,40,data,notes
63,10s1167.xls_Data.csv,41,data,notes
64,10s1256.xls_Data.csv,0,data,metadata
65,10s1256.xls_Data.csv,1,data,metadata
66,10s1256.xls_Data.csv,2,data,empty
67,10s1256.xls_Data.csv,3,data,metadata
68,10s1256.xls_Data.csv,4,data,empty
69,10s1256.xls_Data.csv,5,data,header
70,10s1256.xls_Data.csv,6,data,empty
71,10s1256.xls_Data.csv,7,data,empty
72,10s1256.xls_Data.csv,8,data,empty
73,10s1256.xls_Data.csv,9,data,empty
74,10s1256.xls_Data.csv,10,data,empty
75,10s1256.xls_Data.csv,11,data,empty
76,10s1256.xls_Data.csv,12,data,header
77,10s1256.xls_Data.csv,13,data,empty
78,10s1256.xls_Data.csv,14,data,derived
79,10s1256.xls_Data.csv,15,data,empty
80,10s1256.xls_Data.csv,16,data,data
81,10s1256.xls_Data.csv,17,data,data
82,10s1256.xls_Data.csv,18,data,data
83,10s1256.xls_Data.csv,19,data,data
84,10s1256.xls_Data.csv,20,data,data
85,10s1256.xls_Data.csv,21,data,empty
86,10s1256.xls_Data.csv,22,data,data
87,10s1256.xls_Data.csv,23,data,data
88,10s1256.xls_Data.csv,24,data,data
89,10s1256.xls_Data.csv,25,data,empty
90,10s1256.xls_Data.csv,26,data,data
91,10s1256.xls_Data.csv,27,data,data
92,10s1256.xls_Data.csv,28,data,data
93,10s1256.xls_Data.csv,29,data,data
94,10s1256.xls_Data.csv,30,data,data
95,10s1256.xls_Data.csv,31,data,data
96,10s1256.xls_Data.csv,32,data,data
97,10s1256.xls_Data.csv,33,data,empty
98,10s1256.xls_Data.csv,34,data,empty
99,10s1256.xls_Data.csv,35,data,notes
100,10s1256.xls_Data.csv,36,data,notes
101,10s1256.xls_Data.csv,37,data,notes
102,10s1256.xls_Data.csv,38,data,notes
103,10s1125.xls_Data.csv,0,data,metadata
104,10s1125.xls_Data.csv,1,data,empty
105,10s1125.xls_Data.csv,2,data,metadata
106,10s1125.xls_Data.csv,3,data,empty
107,10s1125.xls_Data.csv,4,data,empty
108,10s1125.xls_Data.csv,5,data,header
109,10s1125.xls_Data.csv,6,data,empty
110,10s1125.xls_Data.csv,7,data,header
111,10s1125.xls_Data.csv,8,data,empty
112,10s1125.xls_Data.csv,9,data,group
113,10s1125.xls_Data.csv,10,data,derived
114,10s1125.xls_Data.csv,11,data,data
115,10s1125.xls_Data.csv,12,data,empty
116,10s1125.xls_Data.csv,13,data,data
117,10s1125.xls_Data.csv,14,data,data
118,10s1125.xls_Data.csv,15,data,data
119,10s1125.xls_Data.csv,16,data,data
120,10s1125.xls_Data.csv,17,data,empty
121,10s1125.xls_Data.csv,18,data,derived
122,10s1125.xls_Data.csv,19,data,data
123,10s1125.xls_Data.csv,20,data,data
124,10s1125.xls_Data.csv,21,data,data
125,10s1125.xls_Data.csv,22,data,empty
126,10s1125.xls_Data.csv,23,data,notes
127,10s1125.xls_Data.csv,24,data,notes
128,10s0001.xls_Data.csv,0,data,metadata
129,10s0001.xls_Data.csv,1,data,empty
130,10s0001.xls_Data.csv,2,data,metadata
131,10s0001.xls_Data.csv,3,data,empty
132,10s0001.xls_Data.csv,4,data,header
133,10s0001.xls_Data.csv,5,data,header
134,10s0001.xls_Data.csv,6,data,header
135,10s0001.xls_Data.csv,7,data,header
136,10s0001.xls_Data.csv,8,data,empty
137,10s0001.xls_Data.csv,9,data,header
138,10s0001.xls_Data.csv,10,data,empty
139,10s0001.xls_Data.csv,11,data,data
140,10s0001.xls_Data.csv,12,data,data
141,10s0001.xls_Data.csv,13,data,data
142,10s0001.xls_Data.csv,14,data,data
143,10s0001.xls_Data.csv,15,data,data
144,10s0001.xls_Data.csv,16,data,data
145,10s0001.xls_Data.csv,17,data,data
146,10s0001.xls_Data.csv,18,data,data
147,10s0001.xls_Data.csv,19,data,data
148,10s0001.xls_Data.csv,20,data,data
149,10s0001.xls_Data.csv,21,data,data
150,10s0001.xls_Data.csv,22,data,data
151,10s0001.xls_Data.csv,23,data,data
152,10s0001.xls_Data.csv,24,data,data
153,10s0001.xls_Data.csv,25,data,data
154,10s0001.xls_Data.csv,26,data,data
155,10s0001.xls_Data.csv,27,data,data
156,10s0001.xls_Data.csv,28,data,data
157,10s0001.xls_Data.csv,29,data,data
158,10s0001.xls_Data.csv,30,data,data
159,10s0001.xls_Data.csv,31,data,data
160,10s0001.xls_Data.csv,32,data,data
161,10s0001.xls_Data.csv,33,data,empty
162,10s0001.xls_Data.csv,34,data,empty
163,10s0001.xls_Data.csv,35,data,notes
164,10s0001.xls_Data.csv,36,data,notes
165,10s0001.xls_Data.csv,37,data,notes
166,10s0001.xls_Data.csv,38,data,notes
167,10s0001.xls_Data.csv,39,data,notes
168,10s0001.xls_Data.csv,40,data,notes
169,10s0001.xls_Data.csv,41,data,notes
170,10s1096.xls_Data.csv,0,data,metadata
171,10s1096.xls_Data.csv,1,data,empty
172,10s1096.xls_Data.csv,2,data,metadata
173,10s1096.xls_Data.csv,3,data,empty
174,10s1096.xls_Data.csv,4,data,header
175,10s1096.xls_Data.csv,5,data,empty
176,10s1096.xls_Data.csv,6,data,empty
177,10s1096.xls_Data.csv,7,data,empty
178,10s1096.xls_Data.csv,8,data,header
179,10s1096.xls_Data.csv,9,data,derived
180,10s1096.xls_Data.csv,10,data,empty
181,10s1096.xls_Data.csv,11,data,data
182,10s1096.xls_Data.csv,12,data,data
183,10s1096.xls_Data.csv,13,data,data
184,10s1096.xls_Data.csv,14,data,data
185,10s1096.xls_Data.csv,15,data,data
186,10s1096.xls_Data.csv,16,data,data
187,10s1096.xls_Data.csv,17,data,empty
188,10s1096.xls_Data.csv,18,data,data
189,10s1096.xls_Data.csv,19,data,data
190,10s1096.xls_Data.csv,20,data,empty
191,10s1096.xls_Data.csv,21,data,data
192,10s1096.xls_Data.csv,22,data,data
193,10s1096.xls_Data.csv,23,data,data
194,10s1096.xls_Data.csv,24,data,empty
195,10s1096.xls_Data.csv,25,data,data
196,10s1096.xls_Data.csv,26,data,data
197,10s1096.xls_Data.csv,27,data,data
198,10s1096.xls_Data.csv,28,data,data
199,10s1096.xls_Data.csv,29,data,empty
200,10s1096.xls_Data.csv,30,data,group
201,10s1096.xls_Data.csv,31,data,data
202,10s1096.xls_Data.csv,32,data,data
203,10s1096.xls_Data.csv,33,data,data
204,10s1096.xls_Data.csv,34,data,empty
205,10s1096.xls_Data.csv,35,data,group
206,10s1096.xls_Data.csv,36,data,data
207,10s1096.xls_Data.csv,37,data,data
208,10s1096.xls_Data.csv,38,data,data
209,10s1096.xls_Data.csv,39,data,data
210,10s1096.xls_Data.csv,40,data,data
211,10s1096.xls_Data.csv,41,data,data
212,10s1096.xls_Data.csv,42,data,data
213,10s1096.xls_Data.csv,43,data,data
214,10s1096.xls_Data.csv,44,data,data
215,10s1096.xls_Data.csv,45,data,empty
216,10s1096.xls_Data.csv,46,data,notes
217,10s1096.xls_Data.csv,47,data,notes
218,10s1195.xls_Data.csv,0,data,metadata
219,10s1195.xls_Data.csv,1,data,empty
220,10s1195.xls_Data.csv,2,data,metadata
221,10s1195.xls_Data.csv,3,data,empty
222,10s1195.xls_Data.csv,4,data,header
223,10s1195.xls_Data.csv,5,data,empty
224,10s1195.xls_Data.csv,6,data,empty
225,10s1195.xls_Data.csv,7,data,header
226,10s1195.xls_Data.csv,8,data,header
227,10s1195.xls_Data.csv,9,data,header
228,10s1195.xls_Data.csv,10,data,header
229,10s1195.xls_Data.csv,11,data,data
230,10s1195.xls_Data.csv,12,data,data
231,10s1195.xls_Data.csv,13,data,data
232,10s1195.xls_Data.csv,14,data,data
233,10s1195.xls_Data.csv,15,data,data
234,10s1195.xls_Data.csv,16,data,data
235,10s1195.xls_Data.csv,17,data,data
236,10s1195.xls_Data.csv,18,data,data
237,10s1195.xls_Data.csv,19,data,data
238,10s1195.xls_Data.csv,20,data,data
239,10s1195.xls_Data.csv,21,data,data
240,10s1195.xls_Data.csv,22,data,data
241,10s1195.xls_Data.csv,23,data,data
242,10s1195.xls_Data.csv,24,data,data
243,10s1195.xls_Data.csv,25,data,data
244,10s1195.xls_Data.csv,26,data,data
245,10s1195.xls_Data.csv,27,data,data
246,10s1195.xls_Data.csv,28,data,data
247,10s1195.xls_Data.csv,29,data,group
248,10s1195.xls_Data.csv,30,data,data
249,10s1195.xls_Data.csv,31,data,data
250,10s1195.xls_Data.csv,32,data,data
251,10s1195.xls_Data.csv,33,data,data
252,10s1195.xls_Data.csv,34,data,data
253,10s1195.xls_Data.csv,35,data,data
254,10s1195.xls_Data.csv,36,data,data
255,10s1195.xls_Data.csv,37,data,group
256,10s1195.xls_Data.csv,38,data,group
257,10s1195.xls_Data.csv,39,data,data
258,10s1195.xls_Data.csv,40,data,data
259,10s1195.xls_Data.csv,41,data,group
260,10s1195.xls_Data.csv,42,data,data
261,10s1195.xls_Data.csv,43,data,data
262,10s1195.xls_Data.csv,44,data,data
263,10s1195.xls_Data.csv,45,data,data
264,10s1195.xls_Data.csv,46,data,data
265,10s1195.xls_Data.csv,47,data,data
266,10s1195.xls_Data.csv,48,data,data
267,10s1195.xls_Data.csv,49,data,data
268,10s1195.xls_Data.csv,50,data,data
269,10s1195.xls_Data.csv,51,data,data
270,10s1195.xls_Data.csv,52,data,data
271,10s1195.xls_Data.csv,53,data,data
272,10s1195.xls_Data.csv,54,data,group
273,10s1195.xls_Data.csv,55,data,group
274,10s1195.xls_Data.csv,56,data,data
275,10s1195.xls_Data.csv,57,data,data
276,10s1195.xls_Data.csv,58,data,data
277,10s1195.xls_Data.csv,59,data,data
278,10s1195.xls_Data.csv,60,data,data
279,10s1195.xls_Data.csv,61,data,group
280,10s1195.xls_Data.csv,62,data,data
281,10s1195.xls_Data.csv,63,data,data
282,10s1195.xls_Data.csv,64,data,data
283,10s1195.xls_Data.csv,65,data,data
284,10s1195.xls_Data.csv,66,data,data
285,10s1195.xls_Data.csv,67,data,data
286,10s1195.xls_Data.csv,68,data,empty
287,10s1195.xls_Data.csv,69,data,notes
288,10s1195.xls_Data.csv,70,data,notes
289,10s0803.xls_Data.csv,0,data,metadata
290,10s0803.xls_Data.csv,1,data,empty
291,10s0803.xls_Data.csv,2,data,metadata
292,10s0803.xls_Data.csv,3,data,empty
293,10s0803.xls_Data.csv,4,data,header
294,10s0803.xls_Data.csv,5,data,empty
295,10s0803.xls_Data.csv,6,data,header
296,10s0803.xls_Data.csv,7,data,empty
297,10s0803.xls_Data.csv,8,data,empty
298,10s0803.xls_Data.csv,9,data,derived
299,10s0803.xls_Data.csv,10,data,data
300,10s0803.xls_Data.csv,11,data,data
301,10s0803.xls_Data.csv,12,data,data
302,10s0803.xls_Data.csv,13,data,data
303,10s0803.xls_Data.csv,14,data,data
304,10s0803.xls_Data.csv,15,data,data
305,10s0803.xls_Data.csv,16,data,data
306,10s0803.xls_Data.csv,17,data,data
307,10s0803.xls_Data.csv,18,data,data
308,10s0803.xls_Data.csv,19,data,data
309,10s0803.xls_Data.csv,20,data,data
310,10s0803.xls_Data.csv,21,data,data
311,10s0803.xls_Data.csv,22,data,empty
312,10s0803.xls_Data.csv,23,data,notes
313,10s0803.xls_Data.csv,24,data,notes
314,10s0813.xls_Data.csv,0,data,metadata
315,10s0813.xls_Data.csv,1,data,empty
316,10s0813.xls_Data.csv,2,data,metadata
317,10s0813.xls_Data.csv,3,data,empty
318,10s0813.xls_Data.csv,4,header,header
319,10s0813.xls_Data.csv,5,data,empty
320,10s0813.xls_Data.csv,6,data,empty
321,10s0813.xls_Data.csv,7,data,data
322,10s0813.xls_Data.csv,8,data,data
323,10s0813.xls_Data.csv,9,data,data
324,10s0813.xls_Data.csv,10,data,data
325,10s0813.xls_Data.csv,11,data,data
326,10s0813.xls_Data.csv,12,data,data
327,10s0813.xls_Data.csv,13,data,data
328,10s0813.xls_Data.csv,14,data,data
329,10s0813.xls_Data.csv,15,data,data
330,10s0813.xls_Data.csv,16,data,data
331,10s0813.xls_Data.csv,17,data,data
332,10s0813.xls_Data.csv,18,data,data
333,10s0813.xls_Data.csv,19,data,empty
334,10s0813.xls_Data.csv,20,data,data
335,10s0813.xls_Data.csv,21,data,data
336,10s0813.xls_Data.csv,22,data,data
337,10s0813.xls_Data.csv,23,data,data
338,10s0813.xls_Data.csv,24,data,data
339,10s0813.xls_Data.csv,25,data,data
340,10s0813.xls_Data.csv,26,data,data
341,10s0813.xls_Data.csv,27,data,empty
342,10s0813.xls_Data.csv,28,data,data
343,10s0813.xls_Data.csv,29,data,data
344,10s0813.xls_Data.csv,30,data,data
345,10s0813.xls_Data.csv,31,data,data
346,10s0813.xls_Data.csv,32,data,data
347,10s0813.xls_Data.csv,33,data,empty
348,10s0813.xls_Data.csv,34,data,data
349,10s0813.xls_Data.csv,35,data,data
350,10s0813.xls_Data.csv,36,data,data
351,10s0813.xls_Data.csv,37,data,data
352,10s0813.xls_Data.csv,38,data,data
353,10s0813.xls_Data.csv,39,data,data
354,10s0813.xls_Data.csv,40,data,data
355,10s0813.xls_Data.csv,41,data,data
356,10s0813.xls_Data.csv,42,data,data
357,10s0813.xls_Data.csv,43,data,data
358,10s0813.xls_Data.csv,44,data,data
359,10s0813.xls_Data.csv,45,data,data
360,10s0813.xls_Data.csv,46,data,data
361,10s0813.xls_Data.csv,47,data,data
362,10s0813.xls_Data.csv,48,data,data
363,10s0813.xls_Data.csv,49,data,data
364,10s0813.xls_Data.csv,50,data,empty
365,10s0813.xls_Data.csv,51,data,data
366,10s0813.xls_Data.csv,52,data,data
367,10s0813.xls_Data.csv,53,data,data
368,10s0813.xls_Data.csv,54,data,data
369,10s0813.xls_Data.csv,55,data,empty
370,10s0813.xls_Data.csv,56,data,data
371,10s0813.xls_Data.csv,57,data,data
372,10s0813.xls_Data.csv,58,data,data
373,10s0813.xls_Data.csv,59,data,data
374,10s0813.xls_Data.csv,60,data,data
375,10s0813.xls_Data.csv,61,data,data
376,10s0813.xls_Data.csv,62,data,data
377,10s0813.xls_Data.csv,63,data,empty
378,10s0813.xls_Data.csv,64,data,group
379,10s0813.xls_Data.csv,65,data,empty
380,10s0813.xls_Data.csv,66,data,data
381,10s0813.xls_Data.csv,67,data,data
382,10s0813.xls_Data.csv,68,data,derived
383,10s0813.xls_Data.csv,69,data,empty
384,10s0813.xls_Data.csv,70,data,derived
385,10s0813.xls_Data.csv,71,data,data
386,10s0813.xls_Data.csv,72,data,data
387,10s0813.xls_Data.csv,73,data,empty
388,10s0813.xls_Data.csv,74,data,notes
389,10s0813.xls_Data.csv,75,data,notes
390,10s0847.xls_Data.csv,0,data,metadata
391,10s0847.xls_Data.csv,1,data,empty
392,10s0847.xls_Data.csv,2,data,metadata
393,10s0847.xls_Data.csv,3,data,empty
394,10s0847.xls_Data.csv,4,data,header
395,10s0847.xls_Data.csv,5,data,empty
396,10s0847.xls_Data.csv,6,data,header
397,10s0847.xls_Data.csv,7,data,header
398,10s0847.xls_Data.csv,8,data,empty
399,10s0847.xls_Data.csv,9,data,derived
400,10s0847.xls_Data.csv,10,data,data
401,10s0847.xls_Data.csv,11,data,data
402,10s0847.xls_Data.csv,12,data,data
403,10s0847.xls_Data.csv,13,data,data
404,10s0847.xls_Data.csv,14,data,data
405,10s0847.xls_Data.csv,15,data,data
406,10s0847.xls_Data.csv,16,data,data
407,10s0847.xls_Data.csv,17,data,data
408,10s0847.xls_Data.csv,18,data,data
409,10s0847.xls_Data.csv,19,data,data
410,10s0847.xls_Data.csv,20,data,data
411,10s0847.xls_Data.csv,21,data,data
412,10s0847.xls_Data.csv,22,data,data
413,10s0847.xls_Data.csv,23,data,data
414,10s0847.xls_Data.csv,24,data,data
415,10s0847.xls_Data.csv,25,data,data
416,10s0847.xls_Data.csv,26,data,data
417,10s0847.xls_Data.csv,27,data,data
418,10s0847.xls_Data.csv,28,data,data
419,10s0847.xls_Data.csv,29,data,data
420,10s0847.xls_Data.csv,30,data,data
421,10s0847.xls_Data.csv,31,data,data
422,10s0847.xls_Data.csv,32,data,data
423,10s0847.xls_Data.csv,33,data,data
424,10s0847.xls_Data.csv,34,data,data
425,10s0847.xls_Data.csv,35,data,data
426,10s0847.xls_Data.csv,36,data,data
427,10s0847.xls_Data.csv,37,data,data
428,10s0847.xls_Data.csv,38,data,data
429,10s0847.xls_Data.csv,39,data,data
430,10s0847.xls_Data.csv,40,data,data
431,10s0847.xls_Data.csv,41,data,data
432,10s0847.xls_Data.csv,42,data,data
433,10s0847.xls_Data.csv,43,data,data
434,10s0847.xls_Data.csv,44,data,data
435,10s0847.xls_Data.csv,45,data,empty
436,10s0847.xls_Data.csv,46,data,notes
437,10s0847.xls_Data.csv,47,data,notes
438,10s0847.xls_Data.csv,48,data,notes
439,10s0847.xls_Data.csv,49,data,notes
440,10s0830.xls_Data.csv,0,data,metadata
441,10s0830.xls_Data.csv,1,data,empty
442,10s0830.xls_Data.csv,2,data,metadata
443,10s0830.xls_Data.csv,3,data,empty
444,10s0830.xls_Data.csv,4,header,header
445,10s0830.xls_Data.csv,5,data,empty
446,10s0830.xls_Data.csv,6,data,empty
447,10s0830.xls_Data.csv,7,data,group
448,10s0830.xls_Data.csv,8,data,data
449,10s0830.xls_Data.csv,9,data,data
450,10s0830.xls_Data.csv,10,data,data
451,10s0830.xls_Data.csv,11,data,data
452,10s0830.xls_Data.csv,12,data,data
453,10s0830.xls_Data.csv,13,data,data
454,10s0830.xls_Data.csv,14,data,data
455,10s0830.xls_Data.csv,15,data,data
456,10s0830.xls_Data.csv,16,data,data
457,10s0830.xls_Data.csv,17,data,data
458,10s0830.xls_Data.csv,18,data,data
459,10s0830.xls_Data.csv,19,data,empty
460,10s0830.xls_Data.csv,20,data,group
461,10s0830.xls_Data.csv,21,data,data
462,10s0830.xls_Data.csv,22,data,data
463,10s0830.xls_Data.csv,23,data,data
464,10s0830.xls_Data.csv,24,data,data
465,10s0830.xls_Data.csv,25,data,data
466,10s0830.xls_Data.csv,26,data,data
467,10s0830.xls_Data.csv,27,data,data
468,10s0830.xls_Data.csv,28,data,data
469,10s0830.xls_Data.csv,29,data,data
470,10s0830.xls_Data.csv,30,data,data
471,10s0830.xls_Data.csv,31,data,empty
472,10s0830.xls_Data.csv,32,data,group
473,10s0830.xls_Data.csv,33,data,data
474,10s0830.xls_Data.csv,34,data,data
475,10s0830.xls_Data.csv,35,data,data
476,10s0830.xls_Data.csv,36,data,data
477,10s0830.xls_Data.csv,37,data,data
478,10s0830.xls_Data.csv,38,data,empty
479,10s0830.xls_Data.csv,39,data,group
480,10s0830.xls_Data.csv,40,data,data
481,10s0830.xls_Data.csv,41,data,data
482,10s0830.xls_Data.csv,42,data,data
483,10s0830.xls_Data.csv,43,data,data
484,10s0830.xls_Data.csv,44,data,data
485,10s0830.xls_Data.csv,45,data,data
486,10s0830.xls_Data.csv,46,data,data
487,10s0830.xls_Data.csv,47,data,data
488,10s0830.xls_Data.csv,48,data,data
489,10s0830.xls_Data.csv,49,data,data
490,10s0830.xls_Data.csv,50,data,empty
491,10s0830.xls_Data.csv,51,data,group
492,10s0830.xls_Data.csv,52,data,data
493,10s0830.xls_Data.csv,53,data,data
494,10s0830.xls_Data.csv,54,data,data
495,10s0830.xls_Data.csv,55,data,data
496,10s0830.xls_Data.csv,56,data,data
497,10s0830.xls_Data.csv,57,data,data
498,10s0830.xls_Data.csv,58,data,data
499,10s0830.xls_Data.csv,59,data,data
500,10s0830.xls_Data.csv,60,data,data
501,10s0830.xls_Data.csv,61,data,data
502,10s0830.xls_Data.csv,62,data,empty
503,10s0830.xls_Data.csv,63,data,group
504,10s0830.xls_Data.csv,64,data,data
505,10s0830.xls_Data.csv,65,data,data
506,10s0830.xls_Data.csv,66,data,data
507,10s0830.xls_Data.csv,67,data,data
508,10s0830.xls_Data.csv,68,data,data
509,10s0830.xls_Data.csv,69,data,empty
510,10s0830.xls_Data.csv,70,data,group
511,10s0830.xls_Data.csv,71,data,data
512,10s0830.xls_Data.csv,72,data,data
513,10s0830.xls_Data.csv,73,data,data
514,10s0830.xls_Data.csv,74,data,data
515,10s0830.xls_Data.csv,75,data,data
516,10s0830.xls_Data.csv,76,data,empty
517,10s0830.xls_Data.csv,77,data,group
518,10s0830.xls_Data.csv,78,data,data
519,10s0830.xls_Data.csv,79,data,data
520,10s0830.xls_Data.csv,80,data,data
521,10s0830.xls_Data.csv,81,data,data
522,10s0830.xls_Data.csv,82,data,data
523,10s0830.xls_Data.csv,83,data,empty
524,10s0830.xls_Data.csv,84,data,group
525,10s0830.xls_Data.csv,85,data,data
526,10s0830.xls_Data.csv,86,data,data
527,10s0830.xls_Data.csv,87,data,data
528,10s0830.xls_Data.csv,88,data,data
529,10s0830.xls_Data.csv,89,data,data
530,10s0830.xls_Data.csv,90,data,empty
531,10s0830.xls_Data.csv,91,data,notes
532,10s0830.xls_Data.csv,92,data,notes
533,10s0830.xls_Data.csv,93,data,notes
534,10s0830.xls_Data.csv,94,data,notes
535,10s0830.xls_Data.csv,95,data,notes
536,10s0830.xls_Data.csv,96,data,notes
537,10s0830.xls_Data.csv,97,data,notes
538,10s0830.xls_Data.csv,98,data,notes
539,10s0830.xls_Data.csv,99,data,notes
540,10s0830.xls_Data.csv,100,data,notes
541,10s0719.xls_Historical data.csv,0,data,metadata
542,10s0719.xls_Historical data.csv,1,data,empty
543,10s0719.xls_Historical data.csv,2,data,metadata
544,10s0719.xls_Historical data.csv,3,data,metadata
545,10s0719.xls_Historical data.csv,4,data,metadata
546,10s0719.xls_Historical data.csv,5,data,metadata
547,10s0719.xls_Historical data.csv,6,data,empty
548,10s0719.xls_Historical data.csv,7,data,empty
549,10s0719.xls_Historical data.csv,8,data,header
550,10s0719.xls_Historical data.csv,9,data,empty
551,10s0719.xls_Historical data.csv,10,data,data
552,10s0719.xls_Historical data.csv,11,data,empty
553,10s0719.xls_Historical data.csv,12,data,data
554,10s0719.xls_Historical data.csv,13,data,data
555,10s0719.xls_Historical data.csv,14,data,data
556,10s0719.xls_Historical data.csv,15,data,data
557,10s0719.xls_Historical data.csv,16,data,data
558,10s0719.xls_Historical data.csv,17,data,data
559,10s0719.xls_Historical data.csv,18,data,data
560,10s0719.xls_Historical data.csv,19,data,empty
561,10s0719.xls_Historical data.csv,20,data,empty
562,10s0719.xls_Historical data.csv,21,data,notes
563,10s0719.xls_Historical data.csv,22,data,notes
564,10s0719.xls_Historical data.csv,23,data,notes
565,10s0719.xls_Historical data.csv,24,data,notes
566,10s0719.xls_Historical data.csv,25,data,notes
567,10s0719.xls_Historical data.csv,26,data,empty
568,10s0719.xls_Historical data.csv,27,data,notes
569,10s0719.xls_Historical data.csv,28,data,notes
570,10s0719.xls_Historical data.csv,29,data,empty
571,10s0719.xls_Historical data.csv,30,data,notes
572,10s0006.xls_Data.csv,0,data,metadata
573,10s0006.xls_Data.csv,1,data,empty
574,10s0006.xls_Data.csv,2,data,metadata
575,10s0006.xls_Data.csv,3,data,empty
576,10s0006.xls_Data.csv,4,header,header
577,10s0006.xls_Data.csv,5,data,empty
578,10s0006.xls_Data.csv,6,data,header
579,10s0006.xls_Data.csv,7,data,empty
580,10s0006.xls_Data.csv,8,data,empty
581,10s0006.xls_Data.csv,9,data,header
582,10s0006.xls_Data.csv,10,data,group
583,10s0006.xls_Data.csv,11,data,derived
584,10s0006.xls_Data.csv,12,data,data
585,10s0006.xls_Data.csv,13,data,data
586,10s0006.xls_Data.csv,14,data,data
587,10s0006.xls_Data.csv,15,data,data
588,10s0006.xls_Data.csv,16,data,data
589,10s0006.xls_Data.csv,17,data,data
590,10s0006.xls_Data.csv,18,data,data
591,10s0006.xls_Data.csv,19,data,group
592,10s0006.xls_Data.csv,20,data,data
593,10s0006.xls_Data.csv,21,data,data
594,10s0006.xls_Data.csv,22,data,data
595,10s0006.xls_Data.csv,23,data,data
596,10s0006.xls_Data.csv,24,data,data
597,10s0006.xls_Data.csv,25,data,data
598,10s0006.xls_Data.csv,26,data,data
599,10s0006.xls_Data.csv,27,data,data
600,10s0006.xls_Data.csv,28,data,data
601,10s0006.xls_Data.csv,29,data,data
602,10s0006.xls_Data.csv,30,data,data
603,10s0006.xls_Data.csv,31,data,data
604,10s0006.xls_Data.csv,32,data,data
605,10s0006.xls_Data.csv,33,data,group
606,10s0006.xls_Data.csv,34,data,data
607,10s0006.xls_Data.csv,35,data,data
608,10s0006.xls_Data.csv,36,data,data
609,10s0006.xls_Data.csv,37,data,data
610,10s0006.xls_Data.csv,38,data,data
611,10s0006.xls_Data.csv,39,data,data
612,10s0006.xls_Data.csv,40,data,data
613,10s0006.xls_Data.csv,41,data,data
614,10s0006.xls_Data.csv,42,data,data
615,10s0006.xls_Data.csv,43,data,data
616,10s0006.xls_Data.csv,44,data,data
617,10s0006.xls_Data.csv,45,data,data
618,10s0006.xls_Data.csv,46,data,data
619,10s0006.xls_Data.csv,47,data,group
620,10s0006.xls_Data.csv,48,data,data
621,10s0006.xls_Data.csv,49,data,data
