,filename,line_number,data_prob,derived_prob,group_prob,header_prob,metadata_prob,notes_prob,label,predicted
120,C10048_C10048.csv,5,0.93,0.07,0.0,0.0,0.0,0.0,data,data
121,C10048_C10048.csv,6,0.99,0.01,0.0,0.0,0.0,0.0,data,data
122,C10048_C10048.csv,7,0.97,0.03,0.0,0.0,0.0,0.0,data,data
123,C10048_C10048.csv,8,0.98,0.02,0.0,0.0,0.0,0.0,data,data
124,C10048_C10048.csv,9,0.99,0.01,0.0,0.0,0.0,0.0,data,data
125,C10048_C10048.csv,10,0.99,0.01,0.0,0.0,0.0,0.0,data,data
126,C10048_C10048.csv,11,0.92,0.08,0.0,0.0,0.0,0.0,data,data
127,C10048_C10048.csv,12,0.91,0.08,0.0,0.01,0.0,0.0,data,data
128,C10048_C10048.csv,13,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
129,C10048_C10048.csv,14,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
130,C10048_C10048.csv,15,0.08,0.0,0.0,0.0,0.08,0.84,notes,notes
131,C10050_C10050.csv,0,0.03,0.01,0.05,0.04,0.87,0.0,metadata,metadata
132,C10050_C10050.csv,1,0.03,0.0,0.0,0.97,0.0,0.0,header,header
133,C10050_C10050.csv,2,0.91,0.08,0.0,0.01,0.0,0.0,data,data
134,C10050_C10050.csv,3,0.99,0.01,0.0,0.0,0.0,0.0,data,data
135,C10050_C10050.csv,4,0.98,0.02,0.0,0.0,0.0,0.0,data,data
136,C10050_C10050.csv,5,0.99,0.01,0.0,0.0,0.0,0.0,data,data
137,C10050_C10050.csv,6,0.98,0.02,0.0,0.0,0.0,0.0,data,data
138,C10050_C10050.csv,7,0.97,0.03,0.0,0.0,0.0,0.0,data,data
139,C10050_C10050.csv,8,0.98,0.02,0.0,0.0,0.0,0.0,data,data
140,C10050_C10050.csv,9,0.97,0.03,0.0,0.0,0.0,0.0,data,data
141,C10050_C10050.csv,10,0.98,0.02,0.0,0.0,0.0,0.0,data,data
142,C10050_C10050.csv,11,0.97,0.03,0.0,0.0,0.0,0.0,data,data
143,C10050_C10050.csv,12,0.98,0.02,0.0,0.0,0.0,0.0,data,data
144,C10050_C10050.csv,13,0.99,0.01,0.0,0.0,0.0,0.0,data,data
145,C10050_C10050.csv,14,0.99,0.01,0.0,0.0,0.0,0.0,data,data
146,C10050_C10050.csv,15,0.99,0.01,0.0,0.0,0.0,0.0,data,data
147,C10050_C10050.csv,16,0.99,0.01,0.0,0.0,0.0,0.0,data,data
148,C10050_C10050.csv,17,0.99,0.01,0.0,0.0,0.0,0.0,data,data
149,C10050_C10050.csv,18,0.99,0.01,0.0,0.0,0.0,0.0,data,data
150,C10050_C10050.csv,19,0.99,0.01,0.0,0.0,0.0,0.0,data,data
151,C10050_C10050.csv,20,0.99,0.01,0.0,0.0,0.0,0.0,data,data
152,C10050_C10050.csv,21,0.99,0.01,0.0,0.0,0.0,0.0,data,data
153,C10050_C10050.csv,22,0.99,0.01,0.0,0.0,0.0,0.0,data,data
154,C10050_C10050.csv,23,0.99,0.01,0.0,0.0,0.0,0.0,data,data
155,C10050_C10050.csv,24,0.99,0.01,0.0,0.0,0.0,0.0,data,data
156,C10050_C10050.csv,25,0.98,0.02,0.0,0.0,0.0,0.0,data,data
157,C10050_C10050.csv,26,0.93,0.07,0.0,0.0,0.0,0.0,data,data
158,C10050_C10050.csv,27,0.96,0.04,0.0,0.0,0.0,0.0,data,data
159,C10050_C10050.csv,28,0.97,0.03,0.0,0.0,0.0,0.0,data,data
160,C10050_C10050.csv,29,0.97,0.03,0.0,0.0,0.0,0.0,data,data
161,C10050_C10050.csv,30,0.98,0.01,0.0,0.01,0.0,0.0,data,data
162,C10050_C10050.csv,31,0.06,0.0,0.02,0.0,0.06,0.86,notes,notes
163,C10050_C10050.csv,32,0.12,0.01,0.0,0.02,0.09,0.76,notes,notes
164,C10006_C10006.csv,0,0.04,0.0,0.03,0.04,0.85,0.04,metadata,metadata
165,C10006_C10006.csv,1,0.15,0.01,0.04,0.27,0.49,0.04,header,metadata
166,C10006_C10006.csv,2,0.05,0.0,0.01,0.74,0.17,0.03,header,header
167,C10006_C10006.csv,3,0.36,0.01,0.15,0.07,0.15,0.26,group,data
168,C10006_C10006.csv,4,0.92,0.03,0.0,0.05,0.0,0.0,derived,data
169,C10006_C10006.csv,5,0.93,0.07,0.0,0.0,0.0,0.0,data,data
170,C10006_C10006.csv,6,0.98,0.02,0.0,0.0,0.0,0.0,data,data
171,C10006_C10006.csv,7,0.0,0.0,0.0,0.0,0.01,0.99,notes,notes
172,C10006_C10006.csv,8,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
173,C10006_C10006.csv,9,0.11,0.0,0.02,0.0,0.45,0.42,notes,metadata
174,C10142_C10142.csv,0,0.01,0.0,0.01,0.02,0.96,0.0,metadata,metadata
175,C10142_C10142.csv,1,0.44,0.03,0.06,0.38,0.03,0.06,header,data
176,C10142_C10142.csv,2,0.99,0.01,0.0,0.0,0.0,0.0,data,data
177,C10142_C10142.csv,3,1.0,0.0,0.0,0.0,0.0,0.0,data,data
178,C10142_C10142.csv,4,1.0,0.0,0.0,0.0,0.0,0.0,data,data
179,C10142_C10142.csv,5,1.0,0.0,0.0,0.0,0.0,0.0,data,data
180,C10142_C10142.csv,6,1.0,0.0,0.0,0.0,0.0,0.0,data,data
181,C10142_C10142.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
182,C10142_C10142.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
183,C10142_C10142.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
184,C10142_C10142.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
185,C10142_C10142.csv,11,0.99,0.0,0.0,0.0,0.0,0.01,data,data
186,C10137_C10137.csv,0,0.0,0.0,0.01,0.0,0.99,0.0,metadata,metadata
187,C10137_C10137.csv,1,0.01,0.0,0.04,0.02,0.93,0.0,metadata,metadata
188,C10137_C10137.csv,2,0.05,0.01,0.19,0.69,0.05,0.01,header,header
189,C10137_C10137.csv,3,0.55,0.09,0.03,0.3,0.02,0.01,header,data
190,C10137_C10137.csv,4,0.78,0.2,0.0,0.02,0.0,0.0,derived,data
191,C10137_C10137.csv,5,0.98,0.02,0.0,0.0,0.0,0.0,derived,data
192,C10137_C10137.csv,6,0.95,0.05,0.0,0.0,0.0,0.0,data,data
193,C10137_C10137.csv,7,0.91,0.09,0.0,0.0,0.0,0.0,data,data
194,C10137_C10137.csv,8,0.99,0.01,0.0,0.0,0.0,0.0,data,data
195,C10137_C10137.csv,9,0.99,0.01,0.0,0.0,0.0,0.0,data,data
196,C10137_C10137.csv,10,0.98,0.02,0.0,0.0,0.0,0.0,derived,data
197,C10137_C10137.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
198,C10137_C10137.csv,12,0.95,0.05,0.0,0.0,0.0,0.0,data,data
199,C10137_C10137.csv,13,0.89,0.11,0.0,0.0,0.0,0.0,data,data
200,C10137_C10137.csv,14,0.04,0.0,0.02,0.0,0.01,0.93,notes,notes
201,C10137_C10137.csv,15,0.0,0.0,0.0,0.0,0.03,0.97,notes,notes
202,C10137_C10137.csv,16,0.0,0.0,0.0,0.0,0.01,0.99,notes,notes
203,C10137_C10137.csv,17,0.05,0.0,0.0,0.0,0.03,0.92,notes,notes
204,C10148_C10148.csv,0,0.08,0.0,0.03,0.12,0.76,0.01,metadata,metadata
205,C10148_C10148.csv,1,0.03,0.0,0.04,0.89,0.04,0.0,header,header
206,C10148_C10148.csv,2,0.71,0.29,0.0,0.0,0.0,0.0,derived,data
207,C10148_C10148.csv,3,0.94,0.04,0.0,0.02,0.0,0.0,data,data
208,C10148_C10148.csv,4,0.94,0.06,0.0,0.0,0.0,0.0,data,data
209,C10148_C10148.csv,5,0.94,0.05,0.0,0.01,0.0,0.0,data,data
210,C10148_C10148.csv,6,0.98,0.02,0.0,0.0,0.0,0.0,data,data
211,C10148_C10148.csv,7,0.9,0.1,0.0,0.0,0.0,0.0,data,data
212,C10148_C10148.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
213,C10148_C10148.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
214,C10148_C10148.csv,10,0.83,0.17,0.0,0.0,0.0,0.0,data,data
215,C10148_C10148.csv,11,0.94,0.06,0.0,0.0,0.0,0.0,data,data
216,C10148_C10148.csv,12,0.99,0.01,0.0,0.0,0.0,0.0,data,data
217,C10148_C10148.csv,13,0.99,0.01,0.0,0.0,0.0,0.0,derived,data
218,C10148_C10148.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
219,C10148_C10148.csv,15,0.99,0.01,0.0,0.0,0.0,0.0,data,data
220,C10148_C10148.csv,16,0.98,0.02,0.0,0.0,0.0,0.0,data,data
221,C10148_C10148.csv,17,1.0,0.0,0.0,0.0,0.0,0.0,derived,data
222,C10148_C10148.csv,18,0.94,0.06,0.0,0.0,0.0,0.0,data,data
223,C10148_C10148.csv,19,0.92,0.08,0.0,0.0,0.0,0.0,data,data
224,C10148_C10148.csv,20,1.0,0.0,0.0,0.0,0.0,0.0,data,data
225,C10148_C10148.csv,21,0.99,0.01,0.0,0.0,0.0,0.0,data,data
226,C10148_C10148.csv,22,0.53,0.02,0.0,0.43,0.01,0.01,data,data
227,C10148_C10148.csv,23,0.74,0.25,0.01,0.0,0.0,0.0,data,data
228,C10148_C10148.csv,24,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
229,C10148_C10148.csv,25,0.01,0.0,0.0,0.0,0.0,0.99,notes,notes
230,C10148_C10148.csv,26,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
231,C10148_C10148.csv,27,0.01,0.0,0.0,0.0,0.0,0.99,notes,notes
232,C10184_C10184.csv,0,0.0,0.0,0.0,0.0,0.99,0.01,metadata,metadata
233,C10184_C10184.csv,1,0.2,0.02,0.06,0.13,0.36,0.23,metadata,metadata
234,C10184_C10184.csv,2,0.1,0.0,0.08,0.06,0.73,0.03,metadata,metadata
235,C10184_C10184.csv,3,0.63,0.04,0.02,0.28,0.01,0.02,header,data
236,C10184_C10184.csv,4,0.84,0.12,0.0,0.01,0.03,0.0,data,data
237,C10184_C10184.csv,5,0.98,0.02,0.0,0.0,0.0,0.0,data,data
238,C10184_C10184.csv,6,0.91,0.09,0.0,0.0,0.0,0.0,data,data
239,C10184_C10184.csv,7,0.94,0.04,0.0,0.02,0.0,0.0,data,data
240,C10184_C10184.csv,8,0.86,0.13,0.0,0.01,0.0,0.0,derived,data
241,C10184_C10184.csv,9,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
242,C10085_C10085.csv,0,0.12,0.0,0.01,0.03,0.73,0.11,metadata,metadata
243,C10085_C10085.csv,1,0.1,0.0,0.06,0.2,0.57,0.07,metadata,metadata
244,C10085_C10085.csv,2,0.02,0.0,0.0,0.98,0.0,0.0,header,header
245,C10085_C10085.csv,3,0.71,0.27,0.0,0.02,0.0,0.0,data,data
246,C10085_C10085.csv,4,0.97,0.03,0.0,0.0,0.0,0.0,data,data
247,C10085_C10085.csv,5,0.94,0.06,0.0,0.0,0.0,0.0,data,data
248,C10085_C10085.csv,6,0.99,0.01,0.0,0.0,0.0,0.0,data,data
249,C10085_C10085.csv,7,0.98,0.02,0.0,0.0,0.0,0.0,data,data
250,C10085_C10085.csv,8,0.97,0.03,0.0,0.0,0.0,0.0,data,data
251,C10085_C10085.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
252,C10085_C10085.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
253,C10085_C10085.csv,11,0.99,0.01,0.0,0.0,0.0,0.0,data,data
254,C10085_C10085.csv,12,0.93,0.07,0.0,0.0,0.0,0.0,data,data
255,C10085_C10085.csv,13,0.96,0.04,0.0,0.0,0.0,0.0,data,data
256,C10085_C10085.csv,14,0.97,0.03,0.0,0.0,0.0,0.0,data,data
257,C10085_C10085.csv,15,0.97,0.03,0.0,0.0,0.0,0.0,data,data
258,C10085_C10085.csv,16,0.9,0.09,0.01,0.0,0.0,0.0,data,data
259,C10085_C10085.csv,17,0.9,0.1,0.0,0.0,0.0,0.0,data,data
260,C10085_C10085.csv,18,1.0,0.0,0.0,0.0,0.0,0.0,data,data
261,C10085_C10085.csv,19,0.97,0.03,0.0,0.0,0.0,0.0,data,data
262,C10085_C10085.csv,20,0.98,0.02,0.0,0.0,0.0,0.0,data,data
263,C10085_C10085.csv,21,0.98,0.02,0.0,0.0,0.0,0.0,data,data
264,C10085_C10085.csv,22,0.95,0.05,0.0,0.0,0.0,0.0,data,data
265,C10085_C10085.csv,23,0.97,0.02,0.0,0.01,0.0,0.0,data,data
266,C10085_C10085.csv,24,0.94,0.06,0.0,0.0,0.0,0.0,data,data
267,C10085_C10085.csv,25,0.93,0.07,0.0,0.0,0.0,0.0,data,data
268,C10085_C10085.csv,26,0.98,0.02,0.0,0.0,0.0,0.0,data,data
269,C10085_C10085.csv,27,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
270,C10085_C10085.csv,28,0.0,0.0,0.0,0.0,0.01,0.99,notes,notes
271,C10085_C10085.csv,29,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
272,C10085_C10085.csv,30,0.03,0.0,0.0,0.0,0.0,0.97,notes,notes
273,C10081_C10081.csv,0,0.08,0.0,0.05,0.1,0.44,0.33,metadata,metadata
274,C10081_C10081.csv,1,0.21,0.0,0.1,0.04,0.48,0.17,header,metadata
275,C10081_C10081.csv,2,0.77,0.05,0.02,0.1,0.02,0.04,header,data
276,C10081_C10081.csv,3,0.52,0.36,0.0,0.03,0.02,0.07,derived,data
277,C10081_C10081.csv,4,0.91,0.02,0.0,0.04,0.0,0.03,data,data
278,C10081_C10081.csv,5,0.87,0.01,0.02,0.07,0.0,0.03,data,data
279,C10081_C10081.csv,6,0.56,0.0,0.02,0.02,0.03,0.37,data,data
280,C10081_C10081.csv,7,0.92,0.02,0.0,0.02,0.0,0.04,data,data
281,C10081_C10081.csv,8,0.56,0.02,0.02,0.01,0.05,0.34,data,data
282,C10081_C10081.csv,9,0.68,0.0,0.02,0.0,0.04,0.26,data,data
283,C10081_C10081.csv,10,0.25,0.01,0.0,0.0,0.01,0.73,data,notes
284,C10081_C10081.csv,11,0.91,0.03,0.01,0.03,0.0,0.02,data,data
285,C10081_C10081.csv,12,0.14,0.0,0.04,0.0,0.11,0.71,notes,notes
286,C10129_C10129.csv,0,0.04,0.0,0.0,0.02,0.83,0.11,metadata,metadata
287,C10129_C10129.csv,1,0.11,0.0,0.09,0.28,0.45,0.07,metadata,metadata
288,C10129_C10129.csv,2,0.0,0.0,0.0,1.0,0.0,0.0,header,header
289,C10129_C10129.csv,3,0.55,0.25,0.03,0.17,0.0,0.0,derived,data
290,C10129_C10129.csv,4,0.95,0.05,0.0,0.0,0.0,0.0,data,data
291,C10129_C10129.csv,5,0.97,0.03,0.0,0.0,0.0,0.0,data,data
292,C10129_C10129.csv,6,1.0,0.0,0.0,0.0,0.0,0.0,data,data
293,C10129_C10129.csv,7,0.99,0.01,0.0,0.0,0.0,0.0,data,data
294,C10129_C10129.csv,8,0.99,0.01,0.0,0.0,0.0,0.0,data,data
295,C10129_C10129.csv,9,0.98,0.02,0.0,0.0,0.0,0.0,data,data
296,C10129_C10129.csv,10,0.99,0.01,0.0,0.0,0.0,0.0,data,data
297,C10129_C10129.csv,11,0.99,0.01,0.0,0.0,0.0,0.0,data,data
298,C10129_C10129.csv,12,0.97,0.02,0.0,0.01,0.0,0.0,data,data
299,C10129_C10129.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
300,C10129_C10129.csv,14,0.96,0.02,0.0,0.02,0.0,0.0,data,data
301,C10129_C10129.csv,15,1.0,0.0,0.0,0.0,0.0,0.0,data,data
302,C10129_C10129.csv,16,0.98,0.01,0.0,0.01,0.0,0.0,data,data
303,C10129_C10129.csv,17,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
304,C10129_C10129.csv,18,0.01,0.0,0.01,0.0,0.01,0.97,notes,notes
305,C10129_C10129.csv,19,0.01,0.0,0.0,0.0,0.0,0.99,notes,notes
306,C10129_C10129.csv,20,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
307,C10129_C10129.csv,21,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
308,C10005_C10005.csv,0,0.02,0.0,0.0,0.0,0.95,0.03,metadata,metadata
309,C10005_C10005.csv,1,0.18,0.01,0.17,0.05,0.56,0.03,metadata,metadata
310,C10005_C10005.csv,2,0.01,0.0,0.0,0.99,0.0,0.0,header,header
311,C10005_C10005.csv,3,0.99,0.01,0.0,0.0,0.0,0.0,data,data
312,C10005_C10005.csv,4,0.94,0.06,0.0,0.0,0.0,0.0,data,data
313,C10005_C10005.csv,5,0.0,0.0,0.0,0.0,0.02,0.98,notes,notes
314,C10122_C10122.csv,0,0.01,0.0,0.0,0.01,0.94,0.04,metadata,metadata
315,C10122_C10122.csv,1,0.17,0.0,0.12,0.07,0.61,0.03,metadata,metadata
316,C10122_C10122.csv,2,0.0,0.0,0.0,1.0,0.0,0.0,header,header
