,filename,line_number,data_prob,derived_prob,group_prob,header_prob,metadata_prob,notes_prob,label,predicted
23,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,23,0.97,0.03,0.0,0.0,0.0,0.0,data,data
24,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,24,0.85,0.12,0.0,0.02,0.0,0.01,data,data
25,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,25,0.96,0.04,0.0,0.0,0.0,0.0,data,data
26,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,26,0.86,0.12,0.0,0.02,0.0,0.0,data,data
27,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,27,0.99,0.01,0.0,0.0,0.0,0.0,derived,data
28,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,28,0.83,0.15,0.01,0.01,0.0,0.0,derived,data
29,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,29,0.99,0.01,0.0,0.0,0.0,0.0,data,data
30,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,30,0.75,0.21,0.02,0.01,0.0,0.01,data,data
31,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,31,0.98,0.02,0.0,0.0,0.0,0.0,data,data
32,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,32,0.66,0.23,0.0,0.06,0.02,0.03,data,data
33,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,33,0.0,0.0,0.01,0.0,0.03,0.96,notes,notes
34,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,34,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
35,Table_70_Full_time_Law_Enforcement_Employees_by_Region_and_Geographic_Division_by_Rate_2017.xls_17tbl70.csv,35,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
36,07tbl53.xls_TABLE41k.csv,0,0.0,0.0,0.01,0.0,0.99,0.0,metadata,metadata
37,07tbl53.xls_TABLE41k.csv,1,0.04,0.0,0.04,0.05,0.85,0.02,metadata,metadata
38,07tbl53.xls_TABLE41k.csv,2,0.01,0.0,0.01,0.01,0.95,0.02,metadata,metadata
39,07tbl53.xls_TABLE41k.csv,3,0.0,0.0,0.025,0.01,0.965,0.0,metadata,metadata
40,07tbl53.xls_TABLE41k.csv,4,0.03,0.0,0.3816666666666667,0.0,0.5883333333333334,0.0,metadata,metadata
41,07tbl53.xls_TABLE41k.csv,5,0.08,0.0,0.0,0.84,0.08,0.0,header,header
42,07tbl53.xls_TABLE41k.csv,6,0.0,0.0,0.0,0.98,0.02,0.0,header,header
43,07tbl53.xls_TABLE41k.csv,7,0.85,0.13,0.0,0.02,0.0,0.0,derived,data
44,07tbl53.xls_TABLE41k.csv,8,0.99,0.01,0.0,0.0,0.0,0.0,data,data
45,07tbl53.xls_TABLE41k.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
46,07tbl53.xls_TABLE41k.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
47,07tbl53.xls_TABLE41k.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
48,07tbl53.xls_TABLE41k.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
49,07tbl53.xls_TABLE41k.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
50,07tbl53.xls_TABLE41k.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
51,07tbl53.xls_TABLE41k.csv,15,1.0,0.0,0.0,0.0,0.0,0.0,data,data
52,07tbl53.xls_TABLE41k.csv,16,0.99,0.01,0.0,0.0,0.0,0.0,data,data
53,07tbl53.xls_TABLE41k.csv,17,1.0,0.0,0.0,0.0,0.0,0.0,data,data
54,07tbl53.xls_TABLE41k.csv,18,1.0,0.0,0.0,0.0,0.0,0.0,data,data
55,07tbl53.xls_TABLE41k.csv,19,0.98,0.02,0.0,0.0,0.0,0.0,data,data
56,07tbl53.xls_TABLE41k.csv,20,1.0,0.0,0.0,0.0,0.0,0.0,data,data
57,07tbl53.xls_TABLE41k.csv,21,1.0,0.0,0.0,0.0,0.0,0.0,data,data
58,07tbl53.xls_TABLE41k.csv,22,0.99,0.01,0.0,0.0,0.0,0.0,data,data
59,07tbl53.xls_TABLE41k.csv,23,0.98,0.02,0.0,0.0,0.0,0.0,data,data
60,07tbl53.xls_TABLE41k.csv,24,1.0,0.0,0.0,0.0,0.0,0.0,data,data
61,07tbl53.xls_TABLE41k.csv,25,0.99,0.01,0.0,0.0,0.0,0.0,data,data
62,07tbl53.xls_TABLE41k.csv,26,0.99,0.01,0.0,0.0,0.0,0.0,data,data
63,07tbl53.xls_TABLE41k.csv,27,1.0,0.0,0.0,0.0,0.0,0.0,data,data
64,07tbl53.xls_TABLE41k.csv,28,0.99,0.01,0.0,0.0,0.0,0.0,data,data
65,07tbl53.xls_TABLE41k.csv,29,1.0,0.0,0.0,0.0,0.0,0.0,data,data
66,07tbl53.xls_TABLE41k.csv,30,1.0,0.0,0.0,0.0,0.0,0.0,data,data
67,07tbl53.xls_TABLE41k.csv,31,1.0,0.0,0.0,0.0,0.0,0.0,data,data
68,07tbl53.xls_TABLE41k.csv,32,1.0,0.0,0.0,0.0,0.0,0.0,data,data
69,07tbl53.xls_TABLE41k.csv,33,1.0,0.0,0.0,0.0,0.0,0.0,data,data
70,07tbl53.xls_TABLE41k.csv,34,1.0,0.0,0.0,0.0,0.0,0.0,data,data
71,07tbl53.xls_TABLE41k.csv,35,0.98,0.02,0.0,0.0,0.0,0.0,data,data
72,07tbl53.xls_TABLE41k.csv,36,0.98,0.02,0.0,0.0,0.0,0.0,data,data
73,07tbl53.xls_TABLE41k.csv,37,0.97,0.03,0.0,0.0,0.0,0.0,data,data
74,07tbl53.xls_TABLE41k.csv,38,0.91,0.09,0.0,0.0,0.0,0.0,data,data
75,07tbl53.xls_TABLE41k.csv,39,0.0,0.0,0.03,0.0,0.02,0.95,notes,notes
76,07tbl53.xls_TABLE41k.csv,40,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
77,07tbl77.xls_77.csv,0,0.0,0.0,0.01,0.02,0.97,0.0,metadata,metadata
78,07tbl77.xls_77.csv,1,0.01,0.0,0.13,0.0,0.85,0.01,metadata,metadata
79,07tbl77.xls_77.csv,2,0.02,0.0,0.13,0.03,0.82,0.0,metadata,metadata
80,07tbl77.xls_77.csv,3,0.0,0.0,0.0,1.0,0.0,0.0,header,header
81,07tbl77.xls_77.csv,4,0.0,0.0,0.0,1.0,0.0,0.0,header,header
82,07tbl77.xls_77.csv,5,0.57,0.36,0.0,0.06,0.01,0.0,data,data
83,07tbl77.xls_77.csv,6,1.0,0.0,0.0,0.0,0.0,0.0,data,data
84,07tbl77.xls_77.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
85,07tbl77.xls_77.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
86,07tbl77.xls_77.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
87,07tbl77.xls_77.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
88,07tbl77.xls_77.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
89,07tbl77.xls_77.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
90,07tbl77.xls_77.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
91,07tbl77.xls_77.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
92,07tbl77.xls_77.csv,15,1.0,0.0,0.0,0.0,0.0,0.0,data,data
93,07tbl77.xls_77.csv,16,0.99,0.01,0.0,0.0,0.0,0.0,data,data
94,07tbl77.xls_77.csv,17,1.0,0.0,0.0,0.0,0.0,0.0,data,data
95,07tbl77.xls_77.csv,18,1.0,0.0,0.0,0.0,0.0,0.0,data,data
96,07tbl77.xls_77.csv,19,1.0,0.0,0.0,0.0,0.0,0.0,data,data
97,07tbl77.xls_77.csv,20,0.99,0.01,0.0,0.0,0.0,0.0,data,data
98,07tbl77.xls_77.csv,21,1.0,0.0,0.0,0.0,0.0,0.0,data,data
99,07tbl77.xls_77.csv,22,1.0,0.0,0.0,0.0,0.0,0.0,data,data
100,07tbl77.xls_77.csv,23,1.0,0.0,0.0,0.0,0.0,0.0,data,data
101,07tbl77.xls_77.csv,24,1.0,0.0,0.0,0.0,0.0,0.0,data,data
102,07tbl77.xls_77.csv,25,0.99,0.01,0.0,0.0,0.0,0.0,data,data
103,07tbl77.xls_77.csv,26,1.0,0.0,0.0,0.0,0.0,0.0,data,data
104,07tbl77.xls_77.csv,27,0.98,0.02,0.0,0.0,0.0,0.0,data,data
105,07tbl77.xls_77.csv,28,1.0,0.0,0.0,0.0,0.0,0.0,data,data
106,07tbl77.xls_77.csv,29,1.0,0.0,0.0,0.0,0.0,0.0,data,data
107,07tbl77.xls_77.csv,30,1.0,0.0,0.0,0.0,0.0,0.0,data,data
108,07tbl77.xls_77.csv,31,1.0,0.0,0.0,0.0,0.0,0.0,data,data
109,07tbl77.xls_77.csv,32,1.0,0.0,0.0,0.0,0.0,0.0,data,data
110,07tbl77.xls_77.csv,33,1.0,0.0,0.0,0.0,0.0,0.0,data,data
111,07tbl77.xls_77.csv,34,1.0,0.0,0.0,0.0,0.0,0.0,data,data
112,07tbl77.xls_77.csv,35,1.0,0.0,0.0,0.0,0.0,0.0,data,data
113,07tbl77.xls_77.csv,36,1.0,0.0,0.0,0.0,0.0,0.0,data,data
114,07tbl77.xls_77.csv,37,0.99,0.01,0.0,0.0,0.0,0.0,data,data
115,07tbl77.xls_77.csv,38,1.0,0.0,0.0,0.0,0.0,0.0,data,data
116,07tbl77.xls_77.csv,39,0.98,0.02,0.0,0.0,0.0,0.0,data,data
117,07tbl77.xls_77.csv,40,1.0,0.0,0.0,0.0,0.0,0.0,data,data
118,07tbl77.xls_77.csv,41,1.0,0.0,0.0,0.0,0.0,0.0,data,data
119,07tbl77.xls_77.csv,42,1.0,0.0,0.0,0.0,0.0,0.0,data,data
120,07tbl77.xls_77.csv,43,1.0,0.0,0.0,0.0,0.0,0.0,data,data
121,07tbl77.xls_77.csv,44,1.0,0.0,0.0,0.0,0.0,0.0,data,data
122,07tbl77.xls_77.csv,45,1.0,0.0,0.0,0.0,0.0,0.0,data,data
123,07tbl77.xls_77.csv,46,1.0,0.0,0.0,0.0,0.0,0.0,data,data
124,07tbl77.xls_77.csv,47,1.0,0.0,0.0,0.0,0.0,0.0,data,data
125,07tbl77.xls_77.csv,48,1.0,0.0,0.0,0.0,0.0,0.0,data,data
126,07tbl77.xls_77.csv,49,0.98,0.02,0.0,0.0,0.0,0.0,data,data
127,07tbl77.xls_77.csv,50,1.0,0.0,0.0,0.0,0.0,0.0,data,data
128,07tbl77.xls_77.csv,51,1.0,0.0,0.0,0.0,0.0,0.0,data,data
129,07tbl77.xls_77.csv,52,1.0,0.0,0.0,0.0,0.0,0.0,data,data
130,07tbl77.xls_77.csv,53,0.99,0.01,0.0,0.0,0.0,0.0,data,data
131,07tbl77.xls_77.csv,54,1.0,0.0,0.0,0.0,0.0,0.0,data,data
132,07tbl77.xls_77.csv,55,0.99,0.01,0.0,0.0,0.0,0.0,data,data
133,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,0,0.0,0.0,0.01,0.01,0.98,0.0,metadata,metadata
134,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,1,0.08,0.0,0.13,0.0,0.72,0.07,metadata,metadata
135,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,2,0.03,0.0,0.1,0.03,0.818,0.022000000000000002,metadata,metadata
136,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,3,0.25,0.01,0.02,0.69,0.02,0.01,header,header
137,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,4,0.97,0.03,0.0,0.0,0.0,0.0,derived,data
138,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,5,0.99,0.01,0.0,0.0,0.0,0.0,data,data
139,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,6,1.0,0.0,0.0,0.0,0.0,0.0,data,data
140,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
141,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,8,0.97,0.03,0.0,0.0,0.0,0.0,data,data
142,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,9,0.01,0.0,0.03,0.0,0.03,0.93,notes,notes
143,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,10,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
144,Expanded_Homicide_Data_Table_7_Murder_Types_of_Weapons_Used_Percent_Distribution_by_Region_2017.xls_17shrtbl07.csv,11,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
145,07tbl51.xls_Sheet1.csv,0,0.0,0.0,0.01,0.02,0.97,0.0,metadata,metadata
146,07tbl51.xls_Sheet1.csv,1,0.01,0.0,0.035,0.01,0.905,0.04,metadata,metadata
147,07tbl51.xls_Sheet1.csv,2,0.02,0.0,0.04,0.01,0.9,0.03,metadata,metadata
148,07tbl51.xls_Sheet1.csv,3,0.01,0.0,0.22,0.01,0.75,0.01,metadata,metadata
149,07tbl51.xls_Sheet1.csv,4,0.02,0.01,0.3,0.02,0.64,0.01,metadata,metadata
150,07tbl51.xls_Sheet1.csv,5,0.07,0.0,0.1,0.72,0.11,0.0,header,header
151,07tbl51.xls_Sheet1.csv,6,0.1,0.0,0.03,0.84,0.02,0.01,header,header
152,07tbl51.xls_Sheet1.csv,7,0.86,0.01,0.03,0.1,0.0,0.0,header,data
153,07tbl51.xls_Sheet1.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,derived,data
154,07tbl51.xls_Sheet1.csv,9,0.99,0.01,0.0,0.0,0.0,0.0,data,data
155,07tbl51.xls_Sheet1.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
156,07tbl51.xls_Sheet1.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
157,07tbl51.xls_Sheet1.csv,12,0.98,0.02,0.0,0.0,0.0,0.0,data,data
158,07tbl51.xls_Sheet1.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
159,07tbl51.xls_Sheet1.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
160,07tbl51.xls_Sheet1.csv,15,0.98,0.02,0.0,0.0,0.0,0.0,data,data
161,07tbl51.xls_Sheet1.csv,16,1.0,0.0,0.0,0.0,0.0,0.0,data,data
162,07tbl51.xls_Sheet1.csv,17,0.99,0.01,0.0,0.0,0.0,0.0,data,data
163,07tbl51.xls_Sheet1.csv,18,0.96,0.04,0.0,0.0,0.0,0.0,data,data
164,07tbl51.xls_Sheet1.csv,19,1.0,0.0,0.0,0.0,0.0,0.0,data,data
165,07tbl51.xls_Sheet1.csv,20,0.98,0.02,0.0,0.0,0.0,0.0,data,data
166,07tbl51.xls_Sheet1.csv,21,1.0,0.0,0.0,0.0,0.0,0.0,data,data
167,07tbl51.xls_Sheet1.csv,22,1.0,0.0,0.0,0.0,0.0,0.0,data,data
168,07tbl51.xls_Sheet1.csv,23,0.96,0.04,0.0,0.0,0.0,0.0,data,data
169,07tbl51.xls_Sheet1.csv,24,1.0,0.0,0.0,0.0,0.0,0.0,data,data
170,07tbl51.xls_Sheet1.csv,25,0.99,0.01,0.0,0.0,0.0,0.0,data,data
171,07tbl51.xls_Sheet1.csv,26,0.98,0.02,0.0,0.0,0.0,0.0,data,data
172,07tbl51.xls_Sheet1.csv,27,1.0,0.0,0.0,0.0,0.0,0.0,data,data
173,07tbl51.xls_Sheet1.csv,28,0.99,0.01,0.0,0.0,0.0,0.0,data,data
174,07tbl51.xls_Sheet1.csv,29,0.98,0.02,0.0,0.0,0.0,0.0,data,data
175,07tbl51.xls_Sheet1.csv,30,0.98,0.02,0.0,0.0,0.0,0.0,data,data
176,07tbl51.xls_Sheet1.csv,31,0.99,0.01,0.0,0.0,0.0,0.0,data,data
177,07tbl51.xls_Sheet1.csv,32,1.0,0.0,0.0,0.0,0.0,0.0,data,data
178,07tbl51.xls_Sheet1.csv,33,1.0,0.0,0.0,0.0,0.0,0.0,data,data
179,07tbl51.xls_Sheet1.csv,34,1.0,0.0,0.0,0.0,0.0,0.0,data,data
180,07tbl51.xls_Sheet1.csv,35,0.95,0.05,0.0,0.0,0.0,0.0,data,data
181,07tbl51.xls_Sheet1.csv,36,0.96,0.04,0.0,0.0,0.0,0.0,data,data
182,07tbl51.xls_Sheet1.csv,37,0.94,0.06,0.0,0.0,0.0,0.0,data,data
183,07tbl51.xls_Sheet1.csv,38,0.91,0.09,0.0,0.0,0.0,0.0,data,data
184,07tbl51.xls_Sheet1.csv,39,0.9,0.1,0.0,0.0,0.0,0.0,data,data
185,07tbl51.xls_Sheet1.csv,40,0.0,0.0,0.01,0.01,0.0,0.98,notes,notes
186,07tbl51.xls_Sheet1.csv,41,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
187,07tbl51.xls_Sheet1.csv,42,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
188,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,0,0.0,0.0,0.01,0.0,0.99,0.0,metadata,metadata
189,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,1,0.05,0.0,0.1,0.05,0.75,0.05,metadata,metadata
190,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,2,0.01,0.0,0.2005,0.01,0.7694999999999999,0.01,metadata,metadata
191,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,3,0.02,0.0,0.2675,0.0,0.7125,0.0,metadata,metadata
192,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,4,0.06,0.0,0.02,0.81,0.11,0.0,header,header
193,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,5,0.04,0.02,0.0,0.94,0.0,0.0,header,header
194,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,6,0.92,0.05,0.02,0.01,0.0,0.0,derived,data
195,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,7,0.92,0.07,0.0,0.0,0.0,0.01,data,data
196,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,8,0.92,0.08,0.0,0.0,0.0,0.0,data,data
197,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,9,0.97,0.03,0.0,0.0,0.0,0.0,data,data
198,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,10,0.97,0.03,0.0,0.0,0.0,0.0,data,data
199,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,11,0.95,0.05,0.0,0.0,0.0,0.0,data,data
200,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,12,0.95,0.05,0.0,0.0,0.0,0.0,data,data
201,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,13,0.97,0.03,0.0,0.0,0.0,0.0,data,data
202,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,14,0.96,0.04,0.0,0.0,0.0,0.0,data,data
203,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,15,0.96,0.04,0.0,0.0,0.0,0.0,data,data
204,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,16,0.94,0.06,0.0,0.0,0.0,0.0,data,data
205,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,17,0.95,0.05,0.0,0.0,0.0,0.0,data,data
206,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,18,0.96,0.04,0.0,0.0,0.0,0.0,data,data
207,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,19,0.96,0.04,0.0,0.0,0.0,0.0,data,data
208,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,20,0.96,0.04,0.0,0.0,0.0,0.0,data,data
209,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,21,0.92,0.08,0.0,0.0,0.0,0.0,data,data
210,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,22,0.96,0.04,0.0,0.0,0.0,0.0,data,data
211,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,23,0.91,0.09,0.0,0.0,0.0,0.0,data,data
212,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,24,0.96,0.04,0.0,0.0,0.0,0.0,data,data
213,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,25,0.96,0.04,0.0,0.0,0.0,0.0,data,data
214,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,26,0.97,0.03,0.0,0.0,0.0,0.0,data,data
215,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,27,0.98,0.01,0.01,0.0,0.0,0.0,data,data
216,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,28,0.97,0.03,0.0,0.0,0.0,0.0,data,data
217,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,29,0.95,0.05,0.0,0.0,0.0,0.0,data,data
218,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,30,0.98,0.02,0.0,0.0,0.0,0.0,data,data
219,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,31,0.94,0.06,0.0,0.0,0.0,0.0,data,data
220,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,32,0.95,0.05,0.0,0.0,0.0,0.0,data,data
221,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,33,0.94,0.06,0.0,0.0,0.0,0.0,data,data
222,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,34,0.92,0.08,0.0,0.0,0.0,0.0,data,data
223,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,35,0.94,0.04,0.02,0.0,0.0,0.0,data,data
224,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,36,0.82,0.17,0.0,0.0,0.0,0.01,data,data
225,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,37,0.0,0.0,0.02,0.0,0.0,0.98,notes,notes
226,Table_42_Arrests_by_Sex_2017.xls_17tbl42.csv,38,0.0,0.0,0.0,0.0,0.0,1.0,notes,notes
